  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.392 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.2038   0.00526   0.00098  -0.0556   0.9864   1.0000   3.4356 249.0000
  -0.500   0.2831   0.00519   0.00085  -0.0602   0.9588   1.0000   6.6696 249.0000
   0.000   0.3499   0.00513   0.00068  -0.0616   0.8994   1.0000  13.4544 249.0000
   0.500   0.4010   0.00549   0.00052  -0.0594   0.7741   1.0000  27.7217 249.0000
   1.000   0.4499   0.00624   0.00054  -0.0574   0.6339   1.0000  43.7092 249.0000
   1.500   0.5015   0.00694   0.00064  -0.0564   0.5263   1.0000  55.8877 249.0000
   2.000   0.5543   0.00755   0.00077  -0.0557   0.4426   1.0000  65.3634 249.0000
   2.500   0.6077   0.00813   0.00093  -0.0552   0.3747   1.0000  73.0686 249.0000
   3.000   0.6611   0.00872   0.00110  -0.0547   0.3162   1.0000  79.7095 249.0000
   3.500   0.7146   0.00931   0.00131  -0.0543   0.2657   1.0000  85.4656 249.0000
   4.000   0.7678   0.00994   0.00155  -0.0538   0.2201   1.0000  90.6856 249.0000
   4.500   0.8207   0.01065   0.00181  -0.0533   0.1717   1.0000  96.2763 249.0000
   5.000   0.8728   0.01151   0.00215  -0.0528   0.1226   1.0000 102.0270 249.0000
   5.500   0.9238   0.01263   0.00263  -0.0522   0.0726   1.0000 108.0788 249.0000
   6.000   0.9727   0.01439   0.00353  -0.0511   0.0312   1.0000 113.5798 249.0000
   6.500   1.0201   0.01648   0.00470  -0.0498   0.0197   1.0000 115.4321 249.0000
   7.000   1.0645   0.01914   0.00628  -0.0480   0.0153   1.0000 116.2894 249.0000
   7.500   1.1074   0.02198   0.00803  -0.0462   0.0126   1.0000 116.8769 249.0000
   8.000   1.1208   0.02221   0.00941  -0.0407   0.0114   1.0000 117.1903 249.0000
   8.500   1.1525   0.02701   0.01261  -0.0379   0.0101   1.0000 117.5546 249.0000
   9.000   1.1667   0.03503   0.01826  -0.0342   0.0098   1.0000 117.6289 249.0000
   9.500   1.1458   0.04668   0.02723  -0.0297   0.0103   1.0000 117.4952 249.0000
  10.000   1.1029   0.05635   0.03500  -0.0276   0.0106   1.0000 117.4175 249.0000
