  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.106 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1538   0.00979   0.00165  -0.0460   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2071   0.00999   0.00176  -0.0458   1.0000   1.0000   1.0000 249.0000
   0.000   0.2600   0.01027   0.00200  -0.0458   1.0000   1.0000   1.0000 249.0000
   0.500   0.3119   0.01070   0.00243  -0.0461   1.0000   1.0000   1.0000 249.0000
   1.000   0.4053   0.01106   0.00290  -0.0545   0.9685   1.0000   5.5586 249.0000
   1.500   0.5022   0.01075   0.00262  -0.0607   0.8791   1.0000  15.7814 249.0000
   2.000   0.5611   0.01100   0.00227  -0.0582   0.7267   1.0000  33.0982 249.0000
   2.500   0.6081   0.01210   0.00243  -0.0548   0.5902   1.0000  48.6580 249.0000
   3.000   0.6566   0.01331   0.00283  -0.0528   0.4913   1.0000  59.8454 249.0000
   3.500   0.7064   0.01451   0.00333  -0.0513   0.4133   1.0000  68.6843 249.0000
   4.000   0.7565   0.01574   0.00391  -0.0500   0.3473   1.0000  76.1756 249.0000
   4.500   0.8064   0.01705   0.00456  -0.0488   0.2862   1.0000  83.1290 249.0000
   5.000   0.8553   0.01848   0.00525  -0.0475   0.2259   1.0000  90.0215 249.0000
   5.500   0.9029   0.02008   0.00602  -0.0462   0.1604   1.0000  97.5941 249.0000
   6.000   0.9476   0.02270   0.00715  -0.0446   0.0976   1.0000 105.0238 249.0000
   6.500   0.9925   0.02667   0.00935  -0.0426   0.0643   1.0000 109.1208 249.0000
   7.000   1.0374   0.03167   0.01243  -0.0407   0.0497   1.0000 111.0120 249.0000
   7.500   1.0769   0.03817   0.01814  -0.0380   0.0441   1.0000 111.7672 249.0000
   8.000   1.1005   0.04692   0.02590  -0.0354   0.0412   1.0000 112.1620 249.0000
   8.500   1.1076   0.05774   0.03578  -0.0334   0.0419   1.0000 112.0673 249.0000
   9.000   1.0554   0.07336   0.05362  -0.0354   0.0464   1.0000 111.4544 249.0000
   9.500   1.0147   0.08729   0.06796  -0.0448   0.0484   1.0000 111.1893 249.0000
  10.000   0.9847   0.10803   0.08892  -0.0578   0.0573   1.0000 110.0164 249.0000
