  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.125 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1574   0.00905   0.00156  -0.0466   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2111   0.00925   0.00167  -0.0465   1.0000   1.0000   1.0000 249.0000
   0.000   0.2642   0.00953   0.00192  -0.0466   1.0000   1.0000   1.0000 249.0000
   0.500   0.3163   0.00995   0.00235  -0.0468   1.0000   1.0000   1.0000 249.0000
   1.000   0.4302   0.00994   0.00242  -0.0583   0.9455   1.0000   8.2012 249.0000
   1.500   0.5081   0.00972   0.00208  -0.0604   0.8401   1.0000  20.2178 249.0000
   2.000   0.5595   0.01030   0.00187  -0.0570   0.6822   1.0000  38.2199 249.0000
   2.500   0.6068   0.01139   0.00208  -0.0543   0.5560   1.0000  52.5241 249.0000
   3.000   0.6561   0.01250   0.00243  -0.0526   0.4641   1.0000  62.9357 249.0000
   3.500   0.7064   0.01358   0.00287  -0.0514   0.3903   1.0000  71.2905 249.0000
   4.000   0.7570   0.01468   0.00338  -0.0503   0.3270   1.0000  78.4863 249.0000
   4.500   0.8072   0.01586   0.00392  -0.0493   0.2685   1.0000  85.1490 249.0000
   5.000   0.8568   0.01713   0.00452  -0.0482   0.2098   1.0000  91.8686 249.0000
   5.500   0.9051   0.01861   0.00517  -0.0471   0.1460   1.0000  99.2757 249.0000
   6.000   0.9505   0.02115   0.00638  -0.0455   0.0840   1.0000 106.6799 249.0000
   6.500   0.9948   0.02480   0.00836  -0.0435   0.0545   1.0000 110.3886 249.0000
   7.000   1.0391   0.02952   0.01108  -0.0417   0.0421   1.0000 112.0287 249.0000
   7.500   1.0809   0.03508   0.01558  -0.0392   0.0366   1.0000 112.8020 249.0000
   8.000   1.1085   0.04372   0.02268  -0.0366   0.0347   1.0000 113.0672 249.0000
   8.500   1.1206   0.05435   0.03185  -0.0342   0.0351   1.0000 113.0065 249.0000
