  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.352 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1910   0.00557   0.00107  -0.0530   0.9932   1.0000   2.5040 249.0000
  -0.500   0.2755   0.00553   0.00098  -0.0588   0.9689   1.0000   5.5133 249.0000
   0.000   0.3477   0.00544   0.00081  -0.0615   0.9210   1.0000  10.9876 249.0000
   0.500   0.4029   0.00562   0.00062  -0.0601   0.8120   1.0000  23.4192 249.0000
   1.000   0.4510   0.00634   0.00059  -0.0576   0.6661   1.0000  40.0511 249.0000
   1.500   0.5017   0.00709   0.00068  -0.0563   0.5492   1.0000  53.2901 249.0000
   2.000   0.5541   0.00774   0.00082  -0.0556   0.4604   1.0000  63.3550 249.0000
   2.500   0.6071   0.00836   0.00098  -0.0550   0.3883   1.0000  71.5285 249.0000
   3.000   0.6603   0.00897   0.00117  -0.0545   0.3274   1.0000  78.4399 249.0000
   3.500   0.7136   0.00959   0.00138  -0.0540   0.2756   1.0000  84.3401 249.0000
   4.000   0.7667   0.01024   0.00163  -0.0535   0.2285   1.0000  89.7213 249.0000
   4.500   0.8195   0.01097   0.00190  -0.0530   0.1796   1.0000  95.3635 249.0000
   5.000   0.8715   0.01183   0.00224  -0.0525   0.1296   1.0000 101.2014 249.0000
   5.500   0.9225   0.01297   0.00273  -0.0518   0.0778   1.0000 107.4422 249.0000
   6.000   0.9707   0.01489   0.00369  -0.0507   0.0339   1.0000 113.1901 249.0000
   6.500   1.0171   0.01723   0.00499  -0.0492   0.0214   1.0000 115.1187 249.0000
   7.000   1.0595   0.02042   0.00682  -0.0472   0.0165   1.0000 116.0126 249.0000
   7.500   1.1047   0.02291   0.00851  -0.0455   0.0138   1.0000 116.5980 249.0000
   8.000   1.1421   0.02758   0.01157  -0.0432   0.0123   1.0000 116.9315 249.0000
   8.500   1.1739   0.03304   0.01609  -0.0405   0.0111   1.0000 117.2538 249.0000
   9.000   1.1877   0.04120   0.02320  -0.0371   0.0110   1.0000 117.2900 249.0000
   9.500   1.1754   0.05109   0.03223  -0.0341   0.0113   1.0000 117.2024 249.0000
  10.000   1.1407   0.06020   0.04092  -0.0330   0.0115   1.0000 117.1391 249.0000
