  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.161 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1630   0.00804   0.00143  -0.0476   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2171   0.00823   0.00155  -0.0476   1.0000   1.0000   1.0000 249.0000
   0.000   0.2705   0.00851   0.00180  -0.0476   1.0000   1.0000   1.0000 249.0000
   0.500   0.3647   0.00863   0.00195  -0.0557   0.9699   1.0000   5.4054 249.0000
   1.000   0.4500   0.00845   0.00175  -0.0605   0.9026   1.0000  13.0908 249.0000
   1.500   0.5099   0.00858   0.00144  -0.0590   0.7665   1.0000  28.5843 249.0000
   2.000   0.5567   0.00949   0.00145  -0.0559   0.6180   1.0000  45.5023 249.0000
   2.500   0.6056   0.01048   0.00167  -0.0540   0.5086   1.0000  57.8893 249.0000
   3.000   0.6561   0.01142   0.00197  -0.0528   0.4252   1.0000  67.3412 249.0000
   3.500   0.7073   0.01235   0.00232  -0.0519   0.3583   1.0000  74.9299 249.0000
   4.000   0.7587   0.01329   0.00273  -0.0510   0.2992   1.0000  81.6449 249.0000
   4.500   0.8096   0.01430   0.00317  -0.0502   0.2442   1.0000  87.9316 249.0000
   5.000   0.8602   0.01538   0.00366  -0.0493   0.1873   1.0000  94.4666 249.0000
   5.500   0.9096   0.01673   0.00422  -0.0484   0.1256   1.0000 101.6718 249.0000
   6.000   0.9556   0.01916   0.00536  -0.0471   0.0669   1.0000 108.7917 249.0000
   6.500   0.9992   0.02248   0.00708  -0.0451   0.0431   1.0000 111.9045 249.0000
   7.000   1.0432   0.02678   0.00972  -0.0429   0.0338   1.0000 113.1952 249.0000
   7.500   1.0845   0.03229   0.01328  -0.0410   0.0284   1.0000 113.9899 249.0000
   8.000   1.1159   0.03934   0.01970  -0.0379   0.0270   1.0000 114.2100 249.0000
   8.500   1.1276   0.04877   0.02867  -0.0349   0.0264   1.0000 114.3130 249.0000
   9.000   1.1184   0.05964   0.03873  -0.0331   0.0275   1.0000 114.1413 249.0000
