  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.047 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1358   0.01446   0.00223  -0.0430   1.0000   1.0000   1.0000 249.0000
  -0.500   0.1876   0.01467   0.00230  -0.0427   1.0000   1.0000   1.0000 249.0000
   0.000   0.2386   0.01498   0.00253  -0.0425   1.0000   1.0000   1.0000 249.0000
   0.500   0.2888   0.01542   0.00297  -0.0424   1.0000   1.0000   1.0000 249.0000
   1.000   0.3377   0.01608   0.00367  -0.0428   1.0000   1.0000   1.0000 249.0000
   1.500   0.3827   0.01726   0.00495  -0.0440   1.0000   1.0000   1.0000 249.0000
   2.000   0.5085   0.01905   0.00708  -0.0618   0.9340   1.0000   9.5072 249.0000
   2.500   0.6239   0.01848   0.00650  -0.0667   0.7879   1.0000  26.1576 249.0000
   3.000   0.6709   0.01951   0.00678  -0.0603   0.6641   1.0000  40.2804 249.0000
   3.500   0.7171   0.02131   0.00780  -0.0559   0.5635   1.0000  51.6801 249.0000
   4.000   0.7648   0.02342   0.00919  -0.0527   0.4788   1.0000  61.2602 249.0000
   4.500   0.8122   0.02577   0.01083  -0.0498   0.4030   1.0000  69.8521 249.0000
   5.000   0.8588   0.02842   0.01265  -0.0469   0.3312   1.0000  78.0056 249.0000
   5.500   0.9037   0.03155   0.01488  -0.0441   0.2597   1.0000  86.1591 249.0000
   6.000   0.9467   0.03533   0.01734  -0.0411   0.1922   1.0000  93.9027 249.0000
   6.500   0.9864   0.04104   0.02189  -0.0385   0.1451   1.0000  99.3780 249.0000
   7.000   1.0207   0.04885   0.02862  -0.0364   0.1218   1.0000 102.1244 249.0000
   7.500   1.0367   0.05966   0.03927  -0.0356   0.1128   1.0000 103.1912 249.0000
   8.000   1.0330   0.07289   0.05248  -0.0372   0.1138   1.0000 103.0742 249.0000
   8.500   1.0031   0.08880   0.06898  -0.0442   0.1226   1.0000 102.0265 249.0000
   9.000   0.8934   0.12660   0.11243  -0.0904   0.3031   1.0000  81.2092 249.0000
   9.500   0.8948   0.13542   0.12162  -0.0918   0.2854   1.0000  83.2262 249.0000
  10.000   0.9006   0.14380   0.13067  -0.0927   0.2628   1.0000  85.8003 249.0000
