  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.206 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1683   0.00717   0.00132  -0.0485   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2227   0.00736   0.00144  -0.0485   1.0000   1.0000   1.0000 249.0000
   0.000   0.3015   0.00752   0.00158  -0.0536   0.9837   1.0000   3.7705 249.0000
   0.500   0.3902   0.00740   0.00146  -0.0598   0.9390   1.0000   8.9339 249.0000
   1.000   0.4577   0.00733   0.00120  -0.0605   0.8430   1.0000  19.8943 249.0000
   1.500   0.5064   0.00795   0.00105  -0.0574   0.6903   1.0000  37.2943 249.0000
   2.000   0.5547   0.00886   0.00117  -0.0553   0.5621   1.0000  51.8333 249.0000
   2.500   0.6053   0.00971   0.00138  -0.0541   0.4666   1.0000  62.6504 249.0000
   3.000   0.6569   0.01052   0.00163  -0.0532   0.3917   1.0000  71.1323 249.0000
   3.500   0.7089   0.01133   0.00193  -0.0525   0.3294   1.0000  78.2109 249.0000
   4.000   0.7610   0.01215   0.00227  -0.0518   0.2744   1.0000  84.4711 249.0000
   4.500   0.8127   0.01303   0.00264  -0.0511   0.2223   1.0000  90.4327 249.0000
   5.000   0.8640   0.01400   0.00303  -0.0504   0.1674   1.0000  96.7717 249.0000
   5.500   0.9141   0.01528   0.00356  -0.0497   0.1085   1.0000 103.7119 249.0000
   6.000   0.9608   0.01760   0.00469  -0.0484   0.0538   1.0000 110.4777 249.0000
   6.500   1.0046   0.02064   0.00629  -0.0465   0.0342   1.0000 113.1392 249.0000
   7.000   1.0482   0.02417   0.00842  -0.0444   0.0265   1.0000 114.2950 249.0000
   7.500   1.0904   0.02861   0.01125  -0.0423   0.0228   1.0000 114.8924 249.0000
