  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.043 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1341   0.01502   0.00230  -0.0427   1.0000   1.0000   1.0000 249.0000
  -0.500   0.1858   0.01523   0.00236  -0.0424   1.0000   1.0000   1.0000 249.0000
   0.000   0.2367   0.01554   0.00259  -0.0422   1.0000   1.0000   1.0000 249.0000
   0.500   0.2866   0.01598   0.00303  -0.0421   1.0000   1.0000   1.0000 249.0000
   1.000   0.3354   0.01664   0.00373  -0.0424   1.0000   1.0000   1.0000 249.0000
   1.500   0.3804   0.01778   0.00497  -0.0435   1.0000   1.0000   1.0000 249.0000
   2.000   0.4708   0.02013   0.00757  -0.0564   0.9641   1.0000   6.0621 249.0000
   2.500   0.6240   0.01965   0.00734  -0.0691   0.8082   1.0000  23.8541 249.0000
   3.000   0.6744   0.02047   0.00748  -0.0624   0.6844   1.0000  37.9667 249.0000
   3.500   0.7195   0.02227   0.00855  -0.0574   0.5820   1.0000  49.5871 249.0000
   4.000   0.7667   0.02448   0.01006  -0.0538   0.4954   1.0000  59.3843 249.0000
   4.500   0.8137   0.02698   0.01184  -0.0505   0.4183   1.0000  68.1185 249.0000
   5.000   0.8596   0.02989   0.01407  -0.0476   0.3448   1.0000  76.4641 249.0000
   5.500   0.9040   0.03322   0.01650  -0.0444   0.2730   1.0000  84.6357 249.0000
   6.000   0.9461   0.03738   0.01945  -0.0413   0.2062   1.0000  92.2937 249.0000
   7.000   1.0147   0.05178   0.03200  -0.0368   0.1343   1.0000 100.6507 249.0000
   8.500   0.9774   0.09601   0.07718  -0.0519   0.1488   1.0000  98.9505 249.0000
   9.000   0.8890   0.12789   0.11367  -0.0930   0.3300   1.0000  78.1475 249.0000
   9.500   0.8881   0.13629   0.12264  -0.0943   0.3103   1.0000  80.3806 249.0000
  10.000   0.9001   0.14537   0.13200  -0.0945   0.2867   1.0000  83.0759 249.0000
