  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.062 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1420   0.01260   0.00201  -0.0440   1.0000   1.0000   1.0000 249.0000
  -0.500   0.1944   0.01280   0.00209  -0.0438   1.0000   1.0000   1.0000 249.0000
   0.000   0.2459   0.01311   0.00233  -0.0436   1.0000   1.0000   1.0000 249.0000
   0.500   0.2970   0.01354   0.00276  -0.0437   1.0000   1.0000   1.0000 249.0000
   1.000   0.3464   0.01421   0.00348  -0.0442   1.0000   1.0000   1.0000 249.0000
   1.500   0.4164   0.01544   0.00486  -0.0504   0.9836   1.0000   3.7839 249.0000
   2.000   0.5582   0.01504   0.00470  -0.0642   0.8617   1.0000  17.7619 249.0000
   2.500   0.6159   0.01536   0.00437  -0.0597   0.7158   1.0000  34.3461 249.0000
   3.000   0.6626   0.01674   0.00482  -0.0554   0.5962   1.0000  47.9701 249.0000
   3.500   0.7108   0.01838   0.00567  -0.0527   0.5024   1.0000  58.5922 249.0000
   4.000   0.7595   0.02013   0.00669  -0.0504   0.4245   1.0000  67.4182 249.0000
   4.500   0.8081   0.02203   0.00788  -0.0484   0.3540   1.0000  75.4102 249.0000
   5.000   0.8558   0.02413   0.00912  -0.0463   0.2867   1.0000  83.0786 249.0000
   5.500   0.9019   0.02650   0.01043  -0.0442   0.2177   1.0000  90.9695 249.0000
   6.000   0.9458   0.02962   0.01224  -0.0418   0.1505   1.0000  98.7508 249.0000
   6.500   0.9898   0.03419   0.01506  -0.0396   0.1068   1.0000 103.9072 249.0000
   7.000   1.0295   0.04122   0.02102  -0.0372   0.0875   1.0000 106.2470 249.0000
   7.500   1.0557   0.05030   0.02961  -0.0350   0.0788   1.0000 107.3165 249.0000
   8.000   1.0596   0.06270   0.04204  -0.0343   0.0795   1.0000 107.2295 249.0000
   8.500   1.0529   0.07492   0.05373  -0.0352   0.0811   1.0000 107.0362 249.0000
   9.000   0.9671   0.10111   0.08331  -0.0570   0.1034   1.0000 104.3241 249.0000
  10.000   0.9091   0.13952   0.12638  -0.0871   0.1951   1.0000  93.5622 249.0000
