  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.216 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1693   0.00702   0.00130  -0.0487   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2237   0.00720   0.00142  -0.0487   1.0000   1.0000   1.0000 249.0000
   0.000   0.3083   0.00731   0.00152  -0.0549   0.9792   1.0000   4.3098 249.0000
   0.500   0.3931   0.00719   0.00138  -0.0602   0.9319   1.0000   9.7527 249.0000
   1.000   0.4578   0.00717   0.00111  -0.0603   0.8287   1.0000  21.5114 249.0000
   1.500   0.5058   0.00786   0.00100  -0.0572   0.6762   1.0000  38.9060 249.0000
   2.000   0.5545   0.00876   0.00113  -0.0553   0.5522   1.0000  52.9544 249.0000
   2.500   0.6054   0.00958   0.00133  -0.0542   0.4590   1.0000  63.5134 249.0000
   3.000   0.6572   0.01037   0.00158  -0.0533   0.3856   1.0000  71.8317 249.0000
   3.500   0.7093   0.01115   0.00187  -0.0526   0.3242   1.0000  78.7998 249.0000
   4.000   0.7614   0.01196   0.00219  -0.0519   0.2703   1.0000  84.9499 249.0000
   4.500   0.8133   0.01282   0.00255  -0.0513   0.2186   1.0000  90.8644 249.0000
   5.000   0.8647   0.01377   0.00293  -0.0506   0.1639   1.0000  97.1796 249.0000
   5.500   0.9148   0.01506   0.00346  -0.0499   0.1058   1.0000 104.0357 249.0000
   6.000   0.9618   0.01730   0.00455  -0.0486   0.0516   1.0000 110.7626 249.0000
   6.500   1.0062   0.02023   0.00615  -0.0468   0.0328   1.0000 113.3440 249.0000
   7.000   1.0497   0.02361   0.00816  -0.0447   0.0253   1.0000 114.4898 249.0000
   7.500   1.0897   0.02892   0.01148  -0.0425   0.0219   1.0000 115.0399 249.0000
   8.000   1.1267   0.03419   0.01603  -0.0398   0.0197   1.0000 115.4350 249.0000
   8.500   1.1438   0.04344   0.02428  -0.0364   0.0199   1.0000 115.3859 249.0000
   9.000   1.1370   0.05433   0.03431  -0.0338   0.0210   1.0000 115.2026 249.0000
   9.500   1.1113   0.06434   0.04357  -0.0326   0.0216   1.0000 115.0919 249.0000
