  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.211 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1689   0.00708   0.00131  -0.0486   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2232   0.00727   0.00143  -0.0486   1.0000   1.0000   1.0000 249.0000
   0.000   0.3060   0.00740   0.00155  -0.0545   0.9818   1.0000   4.0078 249.0000
   0.500   0.3916   0.00728   0.00142  -0.0599   0.9349   1.0000   9.4071 249.0000
   1.000   0.4578   0.00724   0.00115  -0.0604   0.8352   1.0000  20.7829 249.0000
   1.500   0.5060   0.00790   0.00102  -0.0573   0.6825   1.0000  38.1847 249.0000
   2.000   0.5546   0.00880   0.00115  -0.0553   0.5564   1.0000  52.4787 249.0000
   2.500   0.6053   0.00964   0.00135  -0.0541   0.4625   1.0000  63.1072 249.0000
   3.000   0.6571   0.01043   0.00160  -0.0533   0.3881   1.0000  71.5404 249.0000
   3.500   0.7091   0.01122   0.00189  -0.0526   0.3264   1.0000  78.5549 249.0000
   4.000   0.7612   0.01204   0.00222  -0.0519   0.2720   1.0000  84.7541 249.0000
   4.500   0.8131   0.01291   0.00259  -0.0512   0.2201   1.0000  90.6868 249.0000
   5.000   0.8643   0.01388   0.00297  -0.0505   0.1657   1.0000  96.9704 249.0000
   5.500   0.9145   0.01515   0.00350  -0.0498   0.1070   1.0000 103.8920 249.0000
   6.000   0.9614   0.01743   0.00461  -0.0485   0.0525   1.0000 110.6436 249.0000
   6.500   1.0055   0.02041   0.00621  -0.0467   0.0334   1.0000 113.2517 249.0000
   7.000   1.0490   0.02386   0.00828  -0.0446   0.0258   1.0000 114.4051 249.0000
   7.500   1.0894   0.02916   0.01153  -0.0424   0.0222   1.0000 114.9827 249.0000
   8.000   1.1258   0.03454   0.01625  -0.0397   0.0201   1.0000 115.3617 249.0000
   8.500   1.1429   0.04373   0.02443  -0.0363   0.0203   1.0000 115.3230 249.0000
   9.000   1.1372   0.05447   0.03418  -0.0338   0.0212   1.0000 115.1522 249.0000
   9.500   1.1216   0.06520   0.04310  -0.0326   0.0222   1.0000 114.9830 249.0000
  10.000   1.0155   0.09526   0.07506  -0.0488   0.0421   1.0000 112.0287 249.0000
