  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-47.5_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.124 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1573   0.00907   0.00156  -0.0466   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2110   0.00927   0.00167  -0.0465   1.0000   1.0000   1.0000 249.0000
   0.000   0.2641   0.00955   0.00192  -0.0465   1.0000   1.0000   1.0000 249.0000
   0.500   0.3162   0.00997   0.00235  -0.0468   1.0000   1.0000   1.0000 249.0000
   1.000   0.4300   0.00996   0.00243  -0.0582   0.9463   1.0000   8.1073 249.0000
   1.500   0.5081   0.00974   0.00209  -0.0604   0.8413   1.0000  20.0829 249.0000
   2.000   0.5596   0.01031   0.00188  -0.0570   0.6834   1.0000  38.0858 249.0000
   2.500   0.6069   0.01141   0.00208  -0.0543   0.5568   1.0000  52.4316 249.0000
   3.000   0.6561   0.01252   0.00244  -0.0527   0.4646   1.0000  62.8771 249.0000
   3.500   0.7064   0.01360   0.00288  -0.0514   0.3910   1.0000  71.2185 249.0000
   4.000   0.7570   0.01471   0.00339  -0.0503   0.3275   1.0000  78.4303 249.0000
   4.500   0.8072   0.01589   0.00393  -0.0492   0.2690   1.0000  85.0887 249.0000
   5.000   0.8568   0.01716   0.00454  -0.0482   0.2101   1.0000  91.8351 249.0000
   5.500   0.9050   0.01864   0.00519  -0.0470   0.1464   1.0000  99.2265 249.0000
   6.000   0.9505   0.02119   0.00640  -0.0455   0.0842   1.0000 106.6466 249.0000
   6.500   0.9947   0.02485   0.00838  -0.0435   0.0547   1.0000 110.3578 249.0000
   7.000   1.0390   0.02959   0.01109  -0.0417   0.0422   1.0000 112.0136 249.0000
   7.500   1.0808   0.03519   0.01570  -0.0391   0.0368   1.0000 112.7739 249.0000
   8.000   1.1086   0.04378   0.02266  -0.0366   0.0348   1.0000 113.0559 249.0000
   8.500   1.1214   0.05428   0.03177  -0.0342   0.0352   1.0000 112.9934 249.0000
