  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.044 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0370   0.01419   0.00176  -0.0160   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0168   0.01415   0.00159  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.000   0.0701   0.01418   0.00157  -0.0162   1.0003   0.9997   1.0000 300.0000
   0.500   0.1229   0.01426   0.00168  -0.0162   1.0003   0.9997   1.0000 300.0000
   1.000   0.1747   0.01444   0.00196  -0.0164   1.0003   0.9997   1.0000 300.0000
   1.500   0.2239   0.01481   0.00250  -0.0170   1.0003   0.9997   1.0000 300.0000
   2.000   0.2656   0.01583   0.00363  -0.0188   1.0003   0.9997   1.0000 300.0000
   2.500   0.3355   0.01761   0.00552  -0.0278   0.9787   0.9997   4.2498 300.0000
   3.000   0.4896   0.01836   0.00665  -0.0439   0.8508   0.9997  22.1034 300.0000
   3.500   0.5349   0.01949   0.00744  -0.0360   0.7327   0.9997  38.3777 300.0000
   4.000   0.5675   0.02122   0.00848  -0.0262   0.5986   0.9997  56.9700 300.0000
   4.500   0.5946   0.02176   0.00748  -0.0156   0.3648   0.9997  89.5129 300.0000
   5.000   0.6360   0.02735   0.01001  -0.0118   0.1488   0.9997 119.6774 300.0000
   5.500   0.6902   0.03272   0.01442  -0.0100   0.1206   0.9997 123.7176 300.0000
   6.000   0.7421   0.04007   0.02174  -0.0090   0.1156   0.9997 124.4436 300.0000
   6.500   0.7840   0.04936   0.03134  -0.0097   0.1148   0.9997 124.5551 300.0000
   7.000   0.8107   0.06298   0.04581  -0.0150   0.1293   0.9997 122.4703 300.0000
   8.500   0.7408   0.11659   0.09689  -0.0688   0.3304   0.9997  94.2885 300.0000
   9.000   0.7449   0.12445   0.10401  -0.0690   0.3073   0.9997  97.4991 300.0000
   9.500   0.7489   0.13237   0.11113  -0.0692   0.2856   0.9997 100.5150 300.0000
  10.000   0.7599   0.14120   0.11890  -0.0691   0.2679   0.9997 102.9846 300.0000
