  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.019 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0424   0.02151   0.00251  -0.0148   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0099   0.02145   0.00227  -0.0148   1.0003   0.9997   1.0000 300.0000
   0.000   0.0618   0.02147   0.00221  -0.0148   1.0003   0.9997   1.0000 300.0000
   0.500   0.1130   0.02157   0.00233  -0.0148   1.0003   0.9997   1.0000 300.0000
   1.000   0.1632   0.02178   0.00262  -0.0148   1.0003   0.9997   1.0000 300.0000
   1.500   0.2115   0.02212   0.00314  -0.0149   1.0003   0.9997   1.0000 300.0000
   2.000   0.2562   0.02273   0.00397  -0.0153   1.0003   0.9997   1.0000 300.0000
   2.500   0.2948   0.02386   0.00526  -0.0163   1.0003   0.9997   1.0000 300.0000
   3.000   0.3299   0.02569   0.00715  -0.0183   1.0003   0.9997   1.0000 300.0000
   3.500   0.3626   0.02822   0.00976  -0.0217   1.0003   0.9997   1.0000 300.0000
   4.000   0.3913   0.03165   0.01335  -0.0264   1.0003   0.9997   1.0000 300.0000
   5.000   0.6745   0.04551   0.02813  -0.0334   0.4596   0.9997  76.3829 300.0000
   5.500   0.7079   0.05023   0.03149  -0.0221   0.3324   0.9997  94.0127 300.0000
   6.000   0.7456   0.05965   0.04047  -0.0238   0.2888   0.9997 100.0722 300.0000
   6.500   0.7694   0.07160   0.05240  -0.0315   0.2796   0.9997 101.3568 300.0000
   7.000   0.7800   0.08418   0.06498  -0.0415   0.2869   0.9997 100.3423 300.0000
   7.500   0.7825   0.09672   0.07770  -0.0530   0.3100   0.9997  97.1251 300.0000
   8.000   0.7684   0.10836   0.09012  -0.0667   0.3643   0.9997  89.5744 300.0000
   8.500   0.6354   0.10871   0.09345  -0.0937   0.8532   0.9997  21.7729 300.0000
   9.000   0.6766   0.12027   0.10571  -0.0977   0.7780   0.9997  32.1461 300.0000
   9.500   0.7070   0.13015   0.11662  -0.0989   0.7116   0.9997  41.2808 300.0000
  10.000   0.7299   0.13890   0.12685  -0.0998   0.6674   0.9997  47.3645 300.0000
