  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.035 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0385   0.01583   0.00193  -0.0157   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0149   0.01578   0.00175  -0.0158   1.0003   0.9997   1.0000 300.0000
   0.000   0.0679   0.01581   0.00172  -0.0158   1.0003   0.9997   1.0000 300.0000
   0.500   0.1203   0.01590   0.00183  -0.0158   1.0003   0.9997   1.0000 300.0000
   1.000   0.1717   0.01608   0.00211  -0.0160   1.0003   0.9997   1.0000 300.0000
   1.500   0.2208   0.01643   0.00263  -0.0164   1.0003   0.9997   1.0000 300.0000
   2.000   0.2637   0.01727   0.00363  -0.0176   1.0003   0.9997   1.0000 300.0000
   2.500   0.3021   0.01888   0.00526  -0.0203   1.0003   0.9997   1.0000 300.0000
   3.000   0.3997   0.02135   0.00802  -0.0352   0.9589   0.9997   7.0916 300.0000
   3.500   0.5508   0.02234   0.00947  -0.0459   0.7900   0.9997  30.5001 300.0000
   4.000   0.5808   0.02412   0.01067  -0.0327   0.6432   0.9997  50.7171 300.0000
   4.500   0.6049   0.02543   0.01080  -0.0188   0.4350   0.9997  79.7751 300.0000
   5.000   0.6374   0.02958   0.01163  -0.0112   0.1960   0.9997 113.0139 300.0000
   5.500   0.6915   0.03560   0.01680  -0.0096   0.1512   0.9997 119.3228 300.0000
   6.000   0.7423   0.04305   0.02395  -0.0090   0.1396   0.9997 120.9787 300.0000
   6.500   0.7826   0.05399   0.03568  -0.0114   0.1445   0.9997 120.2794 300.0000
   7.000   0.8057   0.06797   0.05038  -0.0189   0.1586   0.9997 118.2734 300.0000
   7.500   0.8054   0.08697   0.07051  -0.0381   0.2009   0.9997 112.3366 300.0000
   8.000   0.7526   0.10846   0.09502  -0.0786   0.4212   0.9997  81.6970 300.0000
   8.500   0.7594   0.11645   0.10311  -0.0798   0.4068   0.9997  83.6891 300.0000
   9.000   0.7677   0.12418   0.11117  -0.0804   0.3859   0.9997  86.5761 300.0000
   9.500   0.7805   0.13210   0.11965  -0.0808   0.3626   0.9997  89.8151 300.0000
  10.000   0.7900   0.13937   0.12795  -0.0813   0.3375   0.9997  93.3020 300.0000
