  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.023 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0414   0.01976   0.00234  -0.0150   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0112   0.01970   0.00211  -0.0151   1.0003   0.9997   1.0000 300.0000
   0.000   0.0635   0.01973   0.00206  -0.0151   1.0003   0.9997   1.0000 300.0000
   0.500   0.1151   0.01983   0.00218  -0.0151   1.0003   0.9997   1.0000 300.0000
   1.000   0.1656   0.02003   0.00247  -0.0151   1.0003   0.9997   1.0000 300.0000
   1.500   0.2141   0.02037   0.00298  -0.0153   1.0003   0.9997   1.0000 300.0000
   2.000   0.2587   0.02101   0.00383  -0.0159   1.0003   0.9997   1.0000 300.0000
   2.500   0.2966   0.02226   0.00520  -0.0171   1.0003   0.9997   1.0000 300.0000
   3.000   0.3323   0.02421   0.00719  -0.0197   1.0003   0.9997   1.0000 300.0000
   3.500   0.3653   0.02688   0.00995  -0.0236   1.0003   0.9997   1.0000 300.0000
   4.000   0.5990   0.03295   0.01753  -0.0591   0.7993   0.9997  29.2239 300.0000
   4.500   0.6373   0.03610   0.02020  -0.0377   0.5736   0.9997  60.5398 300.0000
   5.000   0.6596   0.03843   0.02092  -0.0191   0.3674   0.9997  89.1507 300.0000
   5.500   0.7010   0.04411   0.02503  -0.0135   0.2605   0.9997 104.0139 300.0000
   6.000   0.7442   0.05342   0.03425  -0.0155   0.2288   0.9997 108.4305 300.0000
   6.500   0.7756   0.06587   0.04699  -0.0225   0.2299   0.9997 108.2821 300.0000
   7.000   0.7886   0.07983   0.06125  -0.0340   0.2435   0.9997 106.3826 300.0000
   7.500   0.7891   0.09402   0.07583  -0.0484   0.2728   0.9997 102.2936 300.0000
   8.500   0.6740   0.11954   0.09690  -0.0878   0.6338   0.9997  52.0079 300.0000
   9.000   0.7239   0.12493   0.11110  -0.0947   0.6135   0.9997  54.8474 300.0000
   9.500   0.7377   0.13287   0.12001  -0.0951   0.5865   0.9997  58.7045 300.0000
  10.000   0.7558   0.14106   0.12946  -0.0953   0.5503   0.9997  63.7757 300.0000
