  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.056 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1152   0.01283   0.00159  -0.0366   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1681   0.01293   0.00158  -0.0361   1.0000   1.0000   1.0000 250.0000
   0.000   0.2204   0.01309   0.00171  -0.0356   1.0000   1.0000   1.0000 250.0000
   0.500   0.2724   0.01331   0.00198  -0.0353   1.0000   1.0000   1.0000 250.0000
   1.000   0.3240   0.01365   0.00245  -0.0352   1.0000   1.0000   1.0000 250.0000
   1.500   0.3741   0.01436   0.00345  -0.0365   1.0000   1.0000   1.0000 250.0000
   2.000   0.5204   0.01495   0.00405  -0.0525   0.7928   1.0000  25.6289 250.0000
   2.500   0.5674   0.01653   0.00464  -0.0474   0.6522   1.0000  41.5800 250.0000
   3.000   0.6155   0.01840   0.00580  -0.0442   0.5532   1.0000  52.7822 250.0000
   3.500   0.6645   0.02030   0.00711  -0.0418   0.4676   1.0000  62.4653 250.0000
   4.000   0.7131   0.02218   0.00837  -0.0393   0.3868   1.0000  71.6206 250.0000
   4.500   0.7606   0.02406   0.00942  -0.0367   0.3028   1.0000  81.1818 250.0000
   5.000   0.8066   0.02647   0.01066  -0.0342   0.2110   1.0000  91.7047 250.0000
   5.500   0.8538   0.03053   0.01340  -0.0320   0.1445   1.0000  99.4277 250.0000
   6.000   0.9008   0.03613   0.01788  -0.0303   0.1127   1.0000 103.1834 250.0000
   6.500   0.9414   0.04410   0.02551  -0.0289   0.0992   1.0000 104.8068 250.0000
   7.000   0.9696   0.05514   0.03618  -0.0287   0.0973   1.0000 105.0366 250.0000
   7.500   0.9559   0.07458   0.05748  -0.0369   0.1108   1.0000 103.4187 250.0000
