  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.152 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1312   0.00782   0.00102  -0.0393   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1852   0.00791   0.00105  -0.0389   1.0000   1.0000   1.0000 250.0000
   0.000   0.2391   0.00803   0.00116  -0.0386   1.0000   1.0000   1.0000 250.0000
   0.500   0.2928   0.00821   0.00139  -0.0384   1.0000   1.0000   1.0000 250.0000
   1.000   0.3938   0.00824   0.00146  -0.0472   0.9028   1.0000  13.0859 250.0000
   1.500   0.4521   0.00926   0.00128  -0.0451   0.6305   1.0000  44.0416 250.0000
   2.000   0.5023   0.01029   0.00159  -0.0435   0.5301   1.0000  55.3965 250.0000
   2.500   0.5544   0.01111   0.00190  -0.0425   0.4573   1.0000  63.6269 250.0000
   3.000   0.6068   0.01189   0.00220  -0.0416   0.3919   1.0000  71.0468 250.0000
   3.500   0.6593   0.01267   0.00251  -0.0408   0.3260   1.0000  78.5300 250.0000
   4.000   0.7113   0.01355   0.00283  -0.0401   0.2587   1.0000  86.2223 250.0000
   4.500   0.7629   0.01460   0.00323  -0.0394   0.1849   1.0000  94.7186 250.0000
   5.000   0.8125   0.01652   0.00408  -0.0386   0.0991   1.0000 104.8153 250.0000
   5.500   0.8604   0.01938   0.00566  -0.0372   0.0588   1.0000 109.8009 250.0000
   6.000   0.9086   0.02283   0.00790  -0.0355   0.0447   1.0000 111.6506 250.0000
   6.500   0.9563   0.02722   0.01116  -0.0338   0.0374   1.0000 112.6503 250.0000
   7.000   0.9982   0.03369   0.01642  -0.0320   0.0340   1.0000 113.1256 250.0000
   7.500   1.0278   0.04290   0.02508  -0.0299   0.0340   1.0000 113.1380 250.0000
   8.000   1.0078   0.06433   0.04803  -0.0318   0.0469   1.0000 111.3566 250.0000
