  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.344 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1434   0.00527   0.00072  -0.0416   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1984   0.00535   0.00076  -0.0413   1.0000   1.0000   1.0000 250.0000
   0.000   0.2868   0.00534   0.00072  -0.0480   0.9541   1.0000   7.2286 250.0000
   0.500   0.3448   0.00603   0.00048  -0.0467   0.6869   1.0000  37.6547 250.0000
   1.000   0.3954   0.00693   0.00061  -0.0454   0.5479   1.0000  53.3831 250.0000
   1.500   0.4492   0.00748   0.00074  -0.0448   0.4743   1.0000  61.7142 250.0000
   2.000   0.5034   0.00796   0.00086  -0.0443   0.4144   1.0000  68.4895 250.0000
   2.500   0.5577   0.00845   0.00100  -0.0439   0.3584   1.0000  74.8444 250.0000
   3.000   0.6118   0.00898   0.00115  -0.0435   0.3012   1.0000  81.3634 250.0000
   3.500   0.6656   0.00960   0.00134  -0.0431   0.2421   1.0000  88.1248 250.0000
   4.000   0.7190   0.01033   0.00159  -0.0427   0.1829   1.0000  94.9564 250.0000
   4.500   0.7719   0.01123   0.00194  -0.0423   0.1199   1.0000 102.3359 250.0000
   5.000   0.8231   0.01277   0.00267  -0.0417   0.0529   1.0000 110.5697 250.0000
   5.500   0.8736   0.01463   0.00378  -0.0407   0.0312   1.0000 113.5456 250.0000
   6.000   0.9226   0.01678   0.00512  -0.0395   0.0235   1.0000 114.7347 250.0000
