  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.372 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1445   0.00508   0.00070  -0.0418   1.0000   1.0000   1.0000 250.0000
  -0.500   0.2036   0.00515   0.00073  -0.0424   0.9971   1.0000   1.8693 250.0000
   0.000   0.2936   0.00510   0.00063  -0.0493   0.9321   1.0000   9.7494 250.0000
   0.500   0.3433   0.00605   0.00046  -0.0464   0.6482   1.0000  42.0336 250.0000
   1.000   0.3954   0.00681   0.00058  -0.0454   0.5325   1.0000  55.1300 250.0000
   1.500   0.4494   0.00732   0.00070  -0.0449   0.4633   1.0000  62.9558 250.0000
   2.000   0.5038   0.00778   0.00081  -0.0445   0.4049   1.0000  69.5681 250.0000
   2.500   0.5582   0.00825   0.00094  -0.0441   0.3497   1.0000  75.8312 250.0000
   3.000   0.6124   0.00878   0.00109  -0.0437   0.2931   1.0000  82.2885 250.0000
   3.500   0.6662   0.00939   0.00128  -0.0433   0.2346   1.0000  88.9940 250.0000
   4.000   0.7198   0.01010   0.00153  -0.0429   0.1763   1.0000  95.7252 250.0000
   4.500   0.7726   0.01101   0.00188  -0.0425   0.1144   1.0000 102.9856 250.0000
   5.000   0.8238   0.01254   0.00261  -0.0419   0.0499   1.0000 110.9632 250.0000
   5.500   0.8747   0.01427   0.00364  -0.0410   0.0294   1.0000 113.8129 250.0000
   6.000   0.9224   0.01684   0.00519  -0.0397   0.0219   1.0000 114.9924 250.0000
   6.500   0.9717   0.01883   0.00661  -0.0385   0.0181   1.0000 115.6909 250.0000
   7.000   1.0160   0.02276   0.00936  -0.0367   0.0157   1.0000 116.1712 250.0000
   7.500   1.0588   0.02718   0.01304  -0.0348   0.0142   1.0000 116.5087 250.0000
   8.000   1.0904   0.03446   0.01952  -0.0325   0.0138   1.0000 116.6183 250.0000
   8.500   1.1173   0.04021   0.02422  -0.0313   0.0125   1.0000 116.9142 250.0000
   9.000   1.0667   0.06072   0.04492  -0.0329   0.0154   1.0000 116.2482 250.0000
   9.500   1.0308   0.07787   0.06277  -0.0504   0.0156   1.0000 116.1993 250.0000
