  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.158 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1318   0.00767   0.00100  -0.0395   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1859   0.00776   0.00103  -0.0391   1.0000   1.0000   1.0000 250.0000
   0.000   0.2398   0.00788   0.00115  -0.0387   1.0000   1.0000   1.0000 250.0000
   0.500   0.2936   0.00806   0.00137  -0.0385   1.0000   1.0000   1.0000 250.0000
   1.000   0.3982   0.00806   0.00137  -0.0478   0.8811   1.0000  15.5655 250.0000
   1.500   0.4516   0.00917   0.00124  -0.0450   0.6199   1.0000  45.2320 250.0000
   2.000   0.5021   0.01016   0.00154  -0.0435   0.5237   1.0000  56.1219 250.0000
   2.500   0.5544   0.01096   0.00184  -0.0425   0.4522   1.0000  64.2113 250.0000
   3.000   0.6070   0.01171   0.00213  -0.0417   0.3866   1.0000  71.6418 250.0000
   3.500   0.6594   0.01249   0.00241  -0.0409   0.3222   1.0000  78.9646 250.0000
   4.000   0.7117   0.01333   0.00273  -0.0402   0.2545   1.0000  86.7064 250.0000
   4.500   0.7633   0.01439   0.00312  -0.0395   0.1818   1.0000  95.0779 250.0000
   5.000   0.8130   0.01631   0.00397  -0.0388   0.0963   1.0000 105.1560 250.0000
   5.500   0.8604   0.01927   0.00555  -0.0374   0.0573   1.0000 110.0011 250.0000
   6.000   0.9089   0.02247   0.00763  -0.0358   0.0433   1.0000 111.8394 250.0000
   6.500   0.9567   0.02668   0.01068  -0.0341   0.0361   1.0000 112.8300 250.0000
