  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.231 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1376   0.00638   0.00085  -0.0405   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1921   0.00646   0.00089  -0.0402   1.0000   1.0000   1.0000 250.0000
   0.000   0.2465   0.00658   0.00100  -0.0399   1.0000   1.0000   1.0000 250.0000
   0.500   0.3385   0.00659   0.00102  -0.0472   0.9410   1.0000   8.7281 250.0000
   1.000   0.3986   0.00741   0.00076  -0.0459   0.6548   1.0000  41.2908 250.0000
   1.500   0.4489   0.00834   0.00096  -0.0445   0.5378   1.0000  54.5226 250.0000
   2.000   0.5019   0.00900   0.00115  -0.0437   0.4655   1.0000  62.7005 250.0000
   2.500   0.5554   0.00959   0.00134  -0.0431   0.4033   1.0000  69.7531 250.0000
   3.000   0.6090   0.01019   0.00154  -0.0425   0.3429   1.0000  76.6053 250.0000
   3.500   0.6623   0.01085   0.00176  -0.0420   0.2811   1.0000  83.6601 250.0000
   4.000   0.7152   0.01164   0.00202  -0.0415   0.2174   1.0000  90.9684 250.0000
   4.500   0.7677   0.01260   0.00238  -0.0410   0.1496   1.0000  98.8305 250.0000
   5.000   0.8182   0.01436   0.00318  -0.0403   0.0714   1.0000 108.2163 250.0000
   5.500   0.8667   0.01686   0.00457  -0.0392   0.0418   1.0000 112.0424 250.0000
   6.000   0.9152   0.01944   0.00626  -0.0377   0.0314   1.0000 113.5080 250.0000
   6.500   0.9618   0.02322   0.00882  -0.0360   0.0265   1.0000 114.2585 250.0000
   7.000   1.0075   0.02747   0.01217  -0.0343   0.0234   1.0000 114.7536 250.0000
   7.500   1.0414   0.03548   0.01842  -0.0324   0.0217   1.0000 115.0240 250.0000
   8.000   1.0646   0.04485   0.02671  -0.0305   0.0220   1.0000 114.9812 250.0000
