  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.138 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1297   0.00821   0.00107  -0.0391   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1836   0.00830   0.00109  -0.0386   1.0000   1.0000   1.0000 250.0000
   0.000   0.2373   0.00843   0.00121  -0.0383   1.0000   1.0000   1.0000 250.0000
   0.500   0.2909   0.00861   0.00144  -0.0380   1.0000   1.0000   1.0000 250.0000
   1.000   0.3815   0.00873   0.00167  -0.0452   0.9434   1.0000   8.4550 250.0000
   1.500   0.4537   0.00948   0.00139  -0.0456   0.6599   1.0000  40.7062 250.0000
   2.000   0.5029   0.01063   0.00172  -0.0436   0.5481   1.0000  53.3617 250.0000
   2.500   0.5544   0.01154   0.00207  -0.0425   0.4722   1.0000  61.9451 250.0000
   3.000   0.6066   0.01237   0.00242  -0.0415   0.4039   1.0000  69.6823 250.0000
   3.500   0.6587   0.01321   0.00275  -0.0406   0.3378   1.0000  77.1891 250.0000
   4.000   0.7105   0.01412   0.00309  -0.0397   0.2697   1.0000  84.9708 250.0000
   4.500   0.7618   0.01520   0.00352  -0.0390   0.1941   1.0000  93.6561 250.0000
   5.000   0.8111   0.01715   0.00438  -0.0381   0.1073   1.0000 103.8293 250.0000
   5.500   0.8586   0.02019   0.00602  -0.0367   0.0641   1.0000 109.1276 250.0000
   6.000   0.9068   0.02388   0.00836  -0.0351   0.0486   1.0000 111.1284 250.0000
   6.500   0.9545   0.02857   0.01193  -0.0333   0.0408   1.0000 112.1809 250.0000
   7.000   0.9961   0.03554   0.01846  -0.0311   0.0382   1.0000 112.5401 250.0000
   7.500   1.0214   0.04577   0.02851  -0.0293   0.0382   1.0000 112.5468 250.0000
