  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.064 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1175   0.01195   0.00149  -0.0370   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1705   0.01205   0.00149  -0.0365   1.0000   1.0000   1.0000 250.0000
   0.000   0.2231   0.01220   0.00161  -0.0360   1.0000   1.0000   1.0000 250.0000
   0.500   0.2753   0.01242   0.00188  -0.0357   1.0000   1.0000   1.0000 250.0000
   1.000   0.3273   0.01275   0.00234  -0.0357   1.0000   1.0000   1.0000 250.0000
   1.500   0.3861   0.01352   0.00342  -0.0389   0.9920   1.0000   2.7114 250.0000
   2.000   0.5158   0.01391   0.00338  -0.0494   0.7437   1.0000  31.2066 250.0000
   2.500   0.5629   0.01556   0.00407  -0.0454   0.6158   1.0000  45.6979 250.0000
   3.000   0.6123   0.01725   0.00506  -0.0430   0.5237   1.0000  56.1175 250.0000
   3.500   0.6618   0.01888   0.00610  -0.0408   0.4425   1.0000  65.3127 250.0000
   4.000   0.7110   0.02049   0.00706  -0.0388   0.3649   1.0000  74.1085 250.0000
   4.500   0.7592   0.02214   0.00793  -0.0366   0.2815   1.0000  83.6182 250.0000
   5.000   0.8055   0.02438   0.00886  -0.0345   0.1910   1.0000  94.0165 250.0000
   5.500   0.8533   0.02822   0.01140  -0.0326   0.1262   1.0000 101.5824 250.0000
   6.000   0.9020   0.03349   0.01539  -0.0309   0.0984   1.0000 104.8996 250.0000
   6.500   0.9440   0.04129   0.02290  -0.0292   0.0868   1.0000 106.3065 250.0000
   7.000   0.9769   0.05031   0.03111  -0.0282   0.0808   1.0000 107.0419 250.0000
   7.500   0.9783   0.06627   0.04824  -0.0313   0.0881   1.0000 106.1542 250.0000
