  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.222 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1370   0.00651   0.00087  -0.0404   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1914   0.00659   0.00090  -0.0400   1.0000   1.0000   1.0000 250.0000
   0.000   0.2457   0.00671   0.00101  -0.0397   1.0000   1.0000   1.0000 250.0000
   0.500   0.3341   0.00674   0.00107  -0.0464   0.9521   1.0000   7.4566 250.0000
   1.000   0.3994   0.00744   0.00079  -0.0461   0.6706   1.0000  39.5011 250.0000
   1.500   0.4491   0.00843   0.00098  -0.0445   0.5452   1.0000  53.6893 250.0000
   2.000   0.5018   0.00911   0.00119  -0.0436   0.4714   1.0000  62.0417 250.0000
   2.500   0.5552   0.00972   0.00138  -0.0430   0.4081   1.0000  69.1997 250.0000
   3.000   0.6087   0.01034   0.00159  -0.0424   0.3476   1.0000  76.0705 250.0000
   3.500   0.6620   0.01101   0.00181  -0.0419   0.2853   1.0000  83.1753 250.0000
   4.000   0.7149   0.01178   0.00208  -0.0413   0.2208   1.0000  90.5737 250.0000
   4.500   0.7673   0.01275   0.00244  -0.0408   0.1528   1.0000  98.4638 250.0000
   5.000   0.8177   0.01455   0.00324  -0.0402   0.0737   1.0000 107.9204 250.0000
   5.500   0.8665   0.01694   0.00460  -0.0390   0.0431   1.0000 111.8650 250.0000
   6.000   0.9143   0.01980   0.00642  -0.0375   0.0325   1.0000 113.3469 250.0000
   6.500   0.9606   0.02379   0.00905  -0.0358   0.0274   1.0000 114.1113 250.0000
   7.000   1.0064   0.02830   0.01287  -0.0339   0.0243   1.0000 114.5999 250.0000
