  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.195 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1350   0.00694   0.00092  -0.0400   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1893   0.00702   0.00095  -0.0397   1.0000   1.0000   1.0000 250.0000
   0.000   0.2434   0.00714   0.00106  -0.0393   1.0000   1.0000   1.0000 250.0000
   0.500   0.3170   0.00727   0.00123  -0.0432   0.9808   1.0000   4.1568 250.0000
   1.000   0.4029   0.00752   0.00091  -0.0472   0.7371   1.0000  31.9625 250.0000
   1.500   0.4497   0.00872   0.00107  -0.0445   0.5713   1.0000  50.7285 250.0000
   2.000   0.5017   0.00950   0.00131  -0.0435   0.4905   1.0000  59.8787 250.0000
   2.500   0.5548   0.01017   0.00154  -0.0428   0.4244   1.0000  67.3564 250.0000
   3.000   0.6079   0.01083   0.00177  -0.0421   0.3622   1.0000  74.4175 250.0000
   3.500   0.6609   0.01153   0.00202  -0.0415   0.2991   1.0000  81.6066 250.0000
   4.000   0.7136   0.01234   0.00229  -0.0409   0.2340   1.0000  89.0631 250.0000
   4.500   0.7658   0.01334   0.00267  -0.0404   0.1638   1.0000  97.1800 250.0000
   5.000   0.8159   0.01518   0.00348  -0.0397   0.0818   1.0000 106.9286 250.0000
   5.500   0.8641   0.01784   0.00499  -0.0384   0.0483   1.0000 111.1694 250.0000
   6.000   0.9121   0.02070   0.00677  -0.0369   0.0363   1.0000 112.8116 250.0000
   6.500   0.9597   0.02470   0.00966  -0.0351   0.0306   1.0000 113.6244 250.0000
   7.000   1.0027   0.03031   0.01401  -0.0333   0.0272   1.0000 114.1412 250.0000
   7.500   1.0358   0.03863   0.02166  -0.0310   0.0269   1.0000 114.1823 250.0000
   8.000   1.0506   0.04930   0.03187  -0.0296   0.0271   1.0000 114.1607 250.0000
