  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.092 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1235   0.00997   0.00127  -0.0380   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1769   0.01006   0.00128  -0.0375   1.0000   1.0000   1.0000 250.0000
   0.000   0.2300   0.01020   0.00140  -0.0371   1.0000   1.0000   1.0000 250.0000
   0.500   0.2830   0.01040   0.00165  -0.0368   1.0000   1.0000   1.0000 250.0000
   1.000   0.3358   0.01070   0.00208  -0.0369   1.0000   1.0000   1.0000 250.0000
   1.500   0.4540   0.01083   0.00228  -0.0485   0.8357   1.0000  20.7430 250.0000
   2.000   0.5069   0.01210   0.00236  -0.0450   0.6339   1.0000  43.6465 250.0000
   2.500   0.5568   0.01343   0.00294  -0.0430   0.5371   1.0000  54.6000 250.0000
   3.000   0.6075   0.01463   0.00354  -0.0415   0.4593   1.0000  63.4074 250.0000
   3.500   0.6584   0.01577   0.00412  -0.0401   0.3869   1.0000  71.6105 250.0000
   4.000   0.7089   0.01692   0.00465  -0.0387   0.3147   1.0000  79.8245 250.0000
   4.500   0.7585   0.01821   0.00517  -0.0374   0.2358   1.0000  88.8539 250.0000
   5.000   0.8064   0.02028   0.00611  -0.0361   0.1455   1.0000  99.3109 250.0000
   5.500   0.8542   0.02364   0.00797  -0.0345   0.0905   1.0000 105.8563 250.0000
   6.000   0.9038   0.02821   0.01135  -0.0328   0.0695   1.0000 108.4503 250.0000
   6.500   0.9503   0.03400   0.01623  -0.0310   0.0594   1.0000 109.7268 250.0000
   7.000   0.9867   0.04237   0.02407  -0.0292   0.0554   1.0000 110.2414 250.0000
   7.500   1.0099   0.05351   0.03439  -0.0283   0.0569   1.0000 110.0500 250.0000
