  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.358 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1440   0.00517   0.00071  -0.0417   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1990   0.00525   0.00075  -0.0415   1.0000   1.0000   1.0000 250.0000
   0.000   0.2904   0.00521   0.00068  -0.0487   0.9438   1.0000   8.4139 250.0000
   0.500   0.3439   0.00605   0.00047  -0.0465   0.6656   1.0000  40.0697 250.0000
   1.000   0.3954   0.00687   0.00060  -0.0454   0.5397   1.0000  54.3091 250.0000
   1.500   0.4493   0.00740   0.00072  -0.0449   0.4684   1.0000  62.3716 250.0000
   2.000   0.5036   0.00787   0.00084  -0.0444   0.4097   1.0000  69.0270 250.0000
   2.500   0.5580   0.00834   0.00097  -0.0440   0.3539   1.0000  75.3625 250.0000
   3.000   0.6121   0.00888   0.00112  -0.0436   0.2970   1.0000  81.8447 250.0000
   3.500   0.6660   0.00948   0.00131  -0.0432   0.2380   1.0000  88.6017 250.0000
   4.000   0.7194   0.01020   0.00156  -0.0428   0.1795   1.0000  95.3528 250.0000
   4.500   0.7723   0.01111   0.00191  -0.0424   0.1169   1.0000 102.6916 250.0000
   5.000   0.8235   0.01264   0.00263  -0.0418   0.0513   1.0000 110.7710 250.0000
   5.500   0.8743   0.01442   0.00369  -0.0409   0.0302   1.0000 113.6827 250.0000
   6.000   0.9230   0.01662   0.00505  -0.0397   0.0227   1.0000 114.8581 250.0000
   6.500   0.9707   0.01922   0.00682  -0.0382   0.0187   1.0000 115.5904 250.0000
   7.000   1.0142   0.02347   0.00972  -0.0365   0.0162   1.0000 116.0683 250.0000
   7.500   1.0572   0.02792   0.01356  -0.0346   0.0147   1.0000 116.3918 250.0000
   8.000   1.0854   0.03629   0.02112  -0.0321   0.0146   1.0000 116.4287 250.0000
   8.500   1.0907   0.04764   0.03205  -0.0306   0.0146   1.0000 116.4185 250.0000
   9.000   1.0673   0.06055   0.04446  -0.0326   0.0156   1.0000 116.1908 250.0000
   9.500   1.0327   0.07590   0.06012  -0.0475   0.0159   1.0000 116.1217 250.0000
