  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.331 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1429   0.00537   0.00073  -0.0415   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1978   0.00545   0.00077  -0.0412   1.0000   1.0000   1.0000 250.0000
   0.000   0.2832   0.00545   0.00076  -0.0473   0.9619   1.0000   6.3389 250.0000
   0.500   0.3458   0.00601   0.00049  -0.0469   0.7090   1.0000  35.1543 250.0000
   1.000   0.3955   0.00698   0.00062  -0.0454   0.5555   1.0000  52.5177 250.0000
   1.500   0.4491   0.00756   0.00075  -0.0447   0.4798   1.0000  61.0897 250.0000
   2.000   0.5032   0.00806   0.00088  -0.0443   0.4191   1.0000  67.9597 250.0000
   2.500   0.5575   0.00854   0.00102  -0.0438   0.3624   1.0000  74.3882 250.0000
   3.000   0.6115   0.00908   0.00118  -0.0434   0.3051   1.0000  80.9171 250.0000
   3.500   0.6653   0.00970   0.00137  -0.0430   0.2456   1.0000  87.7309 250.0000
   4.000   0.7187   0.01043   0.00162  -0.0426   0.1857   1.0000  94.6277 250.0000
   4.500   0.7715   0.01135   0.00197  -0.0421   0.1226   1.0000 102.0075 250.0000
   5.000   0.8226   0.01291   0.00271  -0.0415   0.0543   1.0000 110.3815 250.0000
   5.500   0.8730   0.01485   0.00386  -0.0405   0.0321   1.0000 113.4154 250.0000
   6.000   0.9219   0.01704   0.00524  -0.0393   0.0242   1.0000 114.6270 250.0000
   6.500   0.9687   0.02001   0.00722  -0.0378   0.0198   1.0000 115.3721 250.0000
   7.000   1.0145   0.02335   0.00954  -0.0363   0.0172   1.0000 115.8608 250.0000
