  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.059 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1161   0.01250   0.00155  -0.0367   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1690   0.01260   0.00154  -0.0362   1.0000   1.0000   1.0000 250.0000
   0.000   0.2214   0.01275   0.00167  -0.0358   1.0000   1.0000   1.0000 250.0000
   0.500   0.2735   0.01298   0.00194  -0.0354   1.0000   1.0000   1.0000 250.0000
   1.000   0.3252   0.01331   0.00241  -0.0354   1.0000   1.0000   1.0000 250.0000
   1.500   0.3754   0.01404   0.00343  -0.0368   1.0000   1.0000   1.0000 250.0000
   2.000   0.5189   0.01453   0.00378  -0.0513   0.7743   1.0000  27.7296 250.0000
   2.500   0.5655   0.01616   0.00441  -0.0465   0.6387   1.0000  43.1036 250.0000
   3.000   0.6142   0.01797   0.00550  -0.0437   0.5424   1.0000  54.0081 250.0000
   3.500   0.6634   0.01976   0.00672  -0.0414   0.4580   1.0000  63.5565 250.0000
   4.000   0.7123   0.02154   0.00787  -0.0391   0.3782   1.0000  72.5978 250.0000
   4.500   0.7599   0.02331   0.00878  -0.0366   0.2952   1.0000  82.0495 250.0000
   5.000   0.8062   0.02567   0.01001  -0.0343   0.2030   1.0000  92.6326 250.0000
   5.500   0.8535   0.02960   0.01252  -0.0322   0.1374   1.0000 100.2694 250.0000
   6.000   0.9013   0.03509   0.01692  -0.0305   0.1072   1.0000 103.8473 250.0000
   6.500   0.9417   0.04321   0.02480  -0.0290   0.0944   1.0000 105.3841 250.0000
   7.000   0.9656   0.05532   0.03727  -0.0293   0.0941   1.0000 105.4252 250.0000
   7.500   0.9733   0.06884   0.05070  -0.0322   0.0967   1.0000 105.1105 250.0000
   8.000   0.8225   0.11053   0.08929  -0.0709   0.2465   1.0000  87.6279 250.0000
   8.500   0.8164   0.12018   0.09760  -0.0735   0.2389   1.0000  88.5009 250.0000
   9.000   0.8221   0.12953   0.10546  -0.0740   0.2251   1.0000  90.0798 250.0000
   9.500   0.8153   0.13784   0.11285  -0.0757   0.2102   1.0000  91.7994 250.0000
  10.000   0.8207   0.14721   0.12070  -0.0761   0.1996   1.0000  93.0256 250.0000
