  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.141 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1301   0.00811   0.00105  -0.0391   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1840   0.00820   0.00108  -0.0387   1.0000   1.0000   1.0000 250.0000
   0.000   0.2377   0.00833   0.00120  -0.0384   1.0000   1.0000   1.0000 250.0000
   0.500   0.2914   0.00851   0.00142  -0.0381   1.0000   1.0000   1.0000 250.0000
   1.000   0.3847   0.00860   0.00162  -0.0457   0.9348   1.0000   9.4344 250.0000
   1.500   0.4533   0.00942   0.00136  -0.0455   0.6521   1.0000  41.5974 250.0000
   2.000   0.5027   0.01054   0.00168  -0.0436   0.5436   1.0000  53.8673 250.0000
   2.500   0.5544   0.01143   0.00203  -0.0425   0.4681   1.0000  62.4083 250.0000
   3.000   0.6066   0.01226   0.00235  -0.0415   0.4012   1.0000  69.9811 250.0000
   3.500   0.6589   0.01307   0.00269  -0.0406   0.3346   1.0000  77.5572 250.0000
   4.000   0.7107   0.01397   0.00303  -0.0398   0.2665   1.0000  85.3307 250.0000
   4.500   0.7620   0.01505   0.00343  -0.0391   0.1921   1.0000  93.8880 250.0000
   5.000   0.8113   0.01702   0.00429  -0.0382   0.1058   1.0000 104.0167 250.0000
   5.500   0.8592   0.01996   0.00596  -0.0368   0.0626   1.0000 109.3208 250.0000
   6.000   0.9073   0.02362   0.00829  -0.0352   0.0477   1.0000 111.2565 250.0000
   6.500   0.9550   0.02827   0.01185  -0.0334   0.0400   1.0000 112.2918 250.0000
   7.000   0.9977   0.03454   0.01740  -0.0314   0.0368   1.0000 112.7381 250.0000
   7.500   1.0300   0.04288   0.02457  -0.0297   0.0355   1.0000 112.9159 250.0000
