  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140520-40_0.65+2                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.346 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1691   0.00550   0.00096  -0.0479   1.0000   1.0000   1.0000 250.0000
  -0.500   0.2495   0.00553   0.00095  -0.0531   0.9831   1.0000   3.8655 250.0000
   0.000   0.3289   0.00545   0.00082  -0.0575   0.9378   1.0000   9.1051 250.0000
   0.500   0.3875   0.00563   0.00058  -0.0566   0.8037   1.0000  24.4212 250.0000
   1.000   0.4345   0.00653   0.00058  -0.0540   0.6278   1.0000  44.4476 250.0000
   1.500   0.4861   0.00726   0.00071  -0.0529   0.5198   1.0000  56.7090 250.0000
   2.000   0.5391   0.00787   0.00084  -0.0523   0.4414   1.0000  65.6231 250.0000
   2.500   0.5926   0.00844   0.00100  -0.0517   0.3764   1.0000  73.0189 250.0000
   3.000   0.6462   0.00902   0.00118  -0.0513   0.3183   1.0000  79.6306 250.0000
   3.500   0.6996   0.00963   0.00139  -0.0508   0.2657   1.0000  85.6419 250.0000
   4.000   0.7528   0.01030   0.00164  -0.0503   0.2162   1.0000  91.3245 250.0000
   4.500   0.8056   0.01105   0.00192  -0.0498   0.1652   1.0000  97.2316 250.0000
   5.000   0.8577   0.01197   0.00229  -0.0493   0.1131   1.0000 103.3775 250.0000
   5.500   0.9082   0.01336   0.00293  -0.0486   0.0582   1.0000 110.1405 250.0000
   6.000   0.9563   0.01550   0.00409  -0.0474   0.0298   1.0000 114.0346 250.0000
   6.500   1.0038   0.01766   0.00538  -0.0460   0.0213   1.0000 115.4235 250.0000
   7.000   1.0481   0.02059   0.00719  -0.0442   0.0169   1.0000 116.2396 250.0000
   7.500   1.0918   0.02379   0.00935  -0.0423   0.0147   1.0000 116.7223 250.0000
   8.000   1.1032   0.02482   0.01132  -0.0371   0.0129   1.0000 117.1212 250.0000
   8.500   1.1260   0.03235   0.01672  -0.0338   0.0125   1.0000 117.2428 250.0000
   9.000   1.1256   0.04290   0.02465  -0.0303   0.0127   1.0000 117.1865 250.0000
   9.500   1.0994   0.05352   0.03277  -0.0273   0.0130   1.0000 117.0926 250.0000
