  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140520-40_0.65+2                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.165 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1550   0.00778   0.00126  -0.0453   1.0000   1.0000   1.0000 250.0000
  -0.500   0.2092   0.00793   0.00133  -0.0452   1.0000   1.0000   1.0000 250.0000
   0.000   0.2631   0.00814   0.00152  -0.0451   1.0000   1.0000   1.0000 250.0000
   0.500   0.3416   0.00834   0.00176  -0.0502   0.9822   1.0000   3.9829 250.0000
   1.000   0.4340   0.00818   0.00159  -0.0565   0.9017   1.0000  13.2384 250.0000
   1.500   0.4928   0.00857   0.00127  -0.0547   0.7149   1.0000  34.5205 250.0000
   2.000   0.5399   0.00964   0.00141  -0.0520   0.5722   1.0000  50.7669 250.0000
   2.500   0.5902   0.01057   0.00168  -0.0506   0.4789   1.0000  61.3609 250.0000
   3.000   0.6417   0.01143   0.00198  -0.0496   0.4049   1.0000  69.7757 250.0000
   3.500   0.6934   0.01230   0.00231  -0.0487   0.3413   1.0000  77.0070 250.0000
   4.000   0.7452   0.01319   0.00269  -0.0479   0.2821   1.0000  83.7644 250.0000
   4.500   0.7966   0.01418   0.00312  -0.0472   0.2251   1.0000  90.3057 250.0000
   5.000   0.8473   0.01529   0.00358  -0.0464   0.1649   1.0000  97.2641 250.0000
   5.500   0.8962   0.01698   0.00431  -0.0455   0.0994   1.0000 105.0179 250.0000
   6.000   0.9425   0.01973   0.00578  -0.0440   0.0553   1.0000 110.5250 250.0000
   6.500   0.9877   0.02306   0.00772  -0.0421   0.0395   1.0000 112.6372 250.0000
   7.000   1.0327   0.02715   0.01040  -0.0402   0.0319   1.0000 113.7309 250.0000
   7.500   1.0724   0.03355   0.01530  -0.0378   0.0289   1.0000 114.1719 250.0000
   8.000   1.0994   0.04162   0.02288  -0.0349   0.0274   1.0000 114.4141 250.0000
   8.500   1.1040   0.05285   0.03335  -0.0327   0.0287   1.0000 114.2063 250.0000
   9.000   1.0630   0.06847   0.05009  -0.0341   0.0328   1.0000 113.5929 250.0000
   9.500   1.0109   0.08696   0.06990  -0.0506   0.0337   1.0000 113.4691 250.0000
  10.000   1.0094   0.09529   0.07605  -0.0508   0.0372   1.0000 112.9611 250.0000
