SynerJ-100
 1.0000000    -0.0001200
 0.9966400     0.0002600
 0.9904000     0.0010400
 0.9829000     0.0019800
 0.9746900     0.0030100
 0.9661900     0.0040700
 0.9575800     0.0051500
 0.9489300     0.0062100
 0.9402700     0.0072700
 0.9316200     0.0083300
 0.9229500     0.0093700
 0.9142300     0.0104100
 0.9055400     0.0114400
 0.8968600     0.0124500
 0.8881600     0.0134500
 0.8794600     0.0144500
 0.8707700     0.0154300
 0.8620800     0.0163900
 0.8533800     0.0173500
 0.8446800     0.0182900
 0.8359900     0.0192200
 0.8273000     0.0201300
 0.8186000     0.0210400
 0.8099000     0.0219300
 0.8012000     0.0228000
 0.7925100     0.0236600
 0.7838100     0.0245100
 0.7751100     0.0253400
 0.7664100     0.0261600
 0.7577000     0.0269600
 0.7490000     0.0277600
 0.7403300     0.0285300
 0.7316600     0.0292800
 0.7229800     0.0300100
 0.7143800     0.0307600
 0.7059000     0.0315400
 0.6974500     0.0323900
 0.6889300     0.0333200
 0.6803200     0.0342900
 0.6716800     0.0352500
 0.6630400     0.0361900
 0.6543700     0.0371100
 0.6456600     0.0380200
 0.6369500     0.0389300
 0.6282700     0.0398100
 0.6196100     0.0406800
 0.6109200     0.0415200
 0.6022200     0.0423600
 0.5935100     0.0431800
 0.5848200     0.0439900
 0.5761500     0.0447700
 0.5674700     0.0455400
 0.5587700     0.0462900
 0.5500600     0.0470200
 0.5413600     0.0477400
 0.5326800     0.0484500
 0.5240000     0.0491200
 0.5153100     0.0497800
 0.5066100     0.0504200
 0.4979100     0.0510500
 0.4892200     0.0516600
 0.4805400     0.0522400
 0.4718500     0.0528000
 0.4631600     0.0533500
 0.4544600     0.0538700
 0.4457700     0.0543700
 0.4370900     0.0548500
 0.4284200     0.0553100
 0.4197300     0.0557400
 0.4110400     0.0561500
 0.4023600     0.0565300
 0.3936900     0.0568900
 0.3850200     0.0572300
 0.3763600     0.0575300
 0.3676800     0.0578100
 0.3590100     0.0580600
 0.3503500     0.0582800
 0.3417100     0.0584700
 0.3330600     0.0586300
 0.3244100     0.0587600
 0.3157600     0.0588500
 0.3071200     0.0589100
 0.2985100     0.0589300
 0.2898900     0.0589200
 0.2812700     0.0588600
 0.2726500     0.0587700
 0.2640600     0.0586400
 0.2554800     0.0584600
 0.2469000     0.0582400
 0.2383300     0.0579700
 0.2297700     0.0576500
 0.2212400     0.0572900
 0.2127200     0.0568700
 0.2042000     0.0563900
 0.1957100     0.0558600
 0.1872400     0.0552700
 0.1787900     0.0546100
 0.1703700     0.0538900
 0.1619700     0.0530900
 0.1536000     0.0522300
 0.1452800     0.0512900
 0.1369900     0.0502600
 0.1287300     0.0491500
 0.1205300     0.0479400
 0.1123800     0.0466400
 0.1042800     0.0452400
 0.0962500     0.0437300
 0.0883000     0.0421100
 0.0804400     0.0403600
 0.0726800     0.0385000
 0.0650700     0.0365000
 0.0576000     0.0343500
 0.0503200     0.0320700
 0.0433000     0.0296400
 0.0365700     0.0270700
 0.0302600     0.0243900
 0.0245000     0.0216400
 0.0193900     0.0189000
 0.0150700     0.0162900
 0.0115500     0.0138700
 0.0087600     0.0117100
 0.0065700     0.0098000
 0.0048600     0.0081000
 0.0035100     0.0065700
 0.0024400     0.0052000
 0.0016100     0.0039400
 0.0009600     0.0027800
 0.0004900     0.0016900
 0.0001700     0.0006600
 0.0000000    -0.0003000
 0.0000000    -0.0012300
 0.0002000    -0.0021600
 0.0006600    -0.0030600
 0.0013800    -0.0039000
 0.0023300    -0.0046700
 0.0034900    -0.0054100
 0.0048900    -0.0061500
 0.0065800    -0.0069200
 0.0086500    -0.0077200
 0.0112400    -0.0085800
 0.0145500    -0.0095200
 0.0187700    -0.0105500
 0.0240700    -0.0116400
 0.0304500    -0.0127500
 0.0375900    -0.0138100
 0.0452700    -0.0147800
 0.0532500    -0.0156500
 0.0613900    -0.0164200
 0.0697000    -0.0171000
 0.0780600    -0.0177000
 0.0864600    -0.0182300
 0.0949600    -0.0186900
 0.1034800    -0.0191000
 0.1120000    -0.0194600
 0.1205700    -0.0197600
 0.1291800    -0.0200300
 0.1377800    -0.0202500
 0.1463900    -0.0204400
 0.1550300    -0.0205800
 0.1637000    -0.0207000
 0.1723600    -0.0207900
 0.1810100    -0.0208500
 0.1896800    -0.0208800
 0.1983900    -0.0208800
 0.2070900    -0.0208600
 0.2157700    -0.0208200
 0.2244600    -0.0207600
 0.2331800    -0.0206700
 0.2419200    -0.0205600
 0.2506400    -0.0204500
 0.2593400    -0.0203100
 0.2680600    -0.0201500
 0.2768000    -0.0199700
 0.2855600    -0.0197800
 0.2943000    -0.0195900
 0.3030200    -0.0193800
 0.3117600    -0.0191500
 0.3205200    -0.0189000
 0.3292900    -0.0186500
 0.3380500    -0.0184000
 0.3467900    -0.0181300
 0.3555300    -0.0178500
 0.3643000    -0.0175500
 0.3730800    -0.0172500
 0.3818600    -0.0169500
 0.3906300    -0.0166500
 0.3993800    -0.0163300
 0.4081400    -0.0160000
 0.4169200    -0.0156700
 0.4257000    -0.0153300
 0.4344800    -0.0150000
 0.4432500    -0.0146600
 0.4520100    -0.0143100
 0.4607800    -0.0139500
 0.4695500    -0.0136000
 0.4783300    -0.0132400
 0.4871100    -0.0128900
 0.4958700    -0.0125300
 0.5046400    -0.0121600
 0.5134100    -0.0117900
 0.5221700    -0.0114200
 0.5309500    -0.0110600
 0.5397200    -0.0107000
 0.5484700    -0.0103300
 0.5572200    -0.0099500
 0.5659800    -0.0095600
 0.5747600    -0.0091700
 0.5835400    -0.0087800
