  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.121 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1482   0.00881   0.00135  -0.0427   1.0000   1.0000   1.0000 257.0000
  -0.500   0.2018   0.00893   0.00137  -0.0422   1.0000   1.0000   1.0000 257.0000
   0.000   0.2550   0.00910   0.00151  -0.0418   1.0000   1.0000   1.0000 257.0000
   0.500   0.3079   0.00935   0.00179  -0.0416   1.0000   1.0000   1.0000 257.0000
   1.000   0.4021   0.00950   0.00204  -0.0494   0.9457   1.0000  19.8583 257.0000
   1.500   0.4790   0.00986   0.00172  -0.0503   0.7114   1.0000  46.8760 257.0000
   2.000   0.5243   0.01129   0.00193  -0.0468   0.5223   1.0000  62.8922 257.0000
   2.500   0.5743   0.01251   0.00236  -0.0453   0.4264   1.0000  70.7894 257.0000
   3.000   0.6258   0.01364   0.00289  -0.0443   0.3609   1.0000  76.3251 257.0000
   3.500   0.6776   0.01479   0.00348  -0.0433   0.3080   1.0000  80.9835 257.0000
   4.000   0.7296   0.01593   0.00417  -0.0424   0.2600   1.0000  85.4459 257.0000
   4.500   0.7812   0.01715   0.00488  -0.0415   0.2173   1.0000  89.6960 257.0000
   5.000   0.8321   0.01850   0.00560  -0.0405   0.1778   1.0000  93.9512 257.0000
   5.500   0.8822   0.01999   0.00651  -0.0395   0.1380   1.0000  98.7005 257.0000
   6.000   0.9309   0.02194   0.00757  -0.0383   0.1005   1.0000 103.8067 257.0000
   6.500   0.9783   0.02473   0.00926  -0.0369   0.0722   1.0000 108.3251 257.0000
   7.000   1.0246   0.02846   0.01184  -0.0353   0.0561   1.0000 111.2839 257.0000
   7.500   1.0685   0.03327   0.01536  -0.0337   0.0475   1.0000 113.0398 257.0000
   8.000   1.1037   0.03999   0.02135  -0.0317   0.0428   1.0000 114.0672 257.0000
   8.500   1.1135   0.05132   0.03284  -0.0300   0.0424   1.0000 114.1608 257.0000
   9.000   1.1006   0.06375   0.04527  -0.0306   0.0427   1.0000 114.0893 257.0000
