  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.172 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1535   0.00743   0.00116  -0.0436   1.0000   1.0000   1.0000 257.0000
  -0.500   0.2075   0.00754   0.00119  -0.0431   1.0000   1.0000   1.0000 257.0000
   0.000   0.2613   0.00770   0.00133  -0.0428   1.0000   1.0000   1.0000 257.0000
   0.500   0.3408   0.00784   0.00150  -0.0478   0.9729   1.0000  14.2047 257.0000
   1.000   0.4290   0.00787   0.00126  -0.0524   0.8162   1.0000  36.7608 257.0000
   1.500   0.4737   0.00901   0.00122  -0.0484   0.5867   1.0000  57.5844 257.0000
   2.000   0.5227   0.01015   0.00147  -0.0466   0.4525   1.0000  68.6269 257.0000
   2.500   0.5744   0.01109   0.00179  -0.0457   0.3770   1.0000  74.9442 257.0000
   3.000   0.6269   0.01195   0.00218  -0.0449   0.3212   1.0000  79.8058 257.0000
   3.500   0.6795   0.01281   0.00259  -0.0442   0.2738   1.0000  84.1390 257.0000
   4.000   0.7320   0.01369   0.00305  -0.0434   0.2302   1.0000  88.3814 257.0000
   4.500   0.7841   0.01465   0.00355  -0.0427   0.1903   1.0000  92.5629 257.0000
   5.000   0.8357   0.01572   0.00410  -0.0419   0.1533   1.0000  96.8071 257.0000
   5.500   0.8866   0.01695   0.00476  -0.0411   0.1166   1.0000 101.5168 257.0000
   6.000   0.9361   0.01857   0.00561  -0.0401   0.0813   1.0000 106.7845 257.0000
   6.500   0.9837   0.02092   0.00694  -0.0388   0.0559   1.0000 111.3276 257.0000
   7.000   1.0297   0.02395   0.00872  -0.0374   0.0428   1.0000 114.0725 257.0000
   7.500   1.0750   0.02750   0.01122  -0.0357   0.0352   1.0000 115.8701 257.0000
   8.000   1.1168   0.03232   0.01490  -0.0339   0.0311   1.0000 116.9246 257.0000
   8.500   1.1439   0.04002   0.02230  -0.0315   0.0289   1.0000 117.5145 257.0000
   9.000   1.1451   0.05147   0.03361  -0.0298   0.0291   1.0000 117.4466 257.0000
   9.500   1.1186   0.06385   0.04598  -0.0310   0.0299   1.0000 117.2278 257.0000
  10.000   1.0851   0.07521   0.05720  -0.0375   0.0305   1.0000 117.0833 257.0000
