  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.069 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1391   0.01166   0.00174  -0.0413   1.0000   1.0000   1.0000 257.0000
  -0.500   0.1919   0.01178   0.00173  -0.0408   1.0000   1.0000   1.0000 257.0000
   0.000   0.2442   0.01198   0.00188  -0.0403   1.0000   1.0000   1.0000 257.0000
   0.500   0.2960   0.01225   0.00218  -0.0399   1.0000   1.0000   1.0000 257.0000
   1.000   0.3470   0.01268   0.00272  -0.0400   1.0000   1.0000   1.0000 257.0000
   1.500   0.4505   0.01320   0.00355  -0.0506   0.9392   1.0000  20.9923 257.0000
   2.000   0.5315   0.01385   0.00329  -0.0500   0.6761   1.0000  50.0048 257.0000
   2.500   0.5785   0.01559   0.00392  -0.0465   0.5353   1.0000  61.8250 257.0000
   3.000   0.6290   0.01727   0.00482  -0.0446   0.4487   1.0000  68.9402 257.0000
   3.500   0.6800   0.01900   0.00596  -0.0431   0.3811   1.0000  74.5961 257.0000
   4.000   0.7310   0.02089   0.00731  -0.0418   0.3248   1.0000  79.4836 257.0000
   4.500   0.7817   0.02292   0.00871  -0.0404   0.2758   1.0000  83.9482 257.0000
   5.000   0.8319   0.02516   0.01052  -0.0390   0.2293   1.0000  88.4640 257.0000
   5.500   0.8809   0.02755   0.01204  -0.0375   0.1864   1.0000  92.9944 257.0000
   6.000   0.9281   0.03057   0.01433  -0.0358   0.1448   1.0000  97.8440 257.0000
   6.500   0.9738   0.03464   0.01726  -0.0342   0.1133   1.0000 101.9779 257.0000
   7.000   1.0125   0.04122   0.02347  -0.0324   0.0941   1.0000 104.7686 257.0000
   7.500   1.0395   0.05044   0.03236  -0.0313   0.0850   1.0000 106.1808 257.0000
   8.000   1.0400   0.06455   0.04677  -0.0328   0.0854   1.0000 106.1255 257.0000
