  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.142 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1508   0.00814   0.00126  -0.0431   1.0000   1.0000   1.0000 257.0000
  -0.500   0.2045   0.00825   0.00128  -0.0427   1.0000   1.0000   1.0000 257.0000
   0.000   0.2579   0.00841   0.00142  -0.0423   1.0000   1.0000   1.0000 257.0000
   0.500   0.3113   0.00866   0.00170  -0.0421   1.0000   1.0000   1.0000 257.0000
   1.000   0.4195   0.00863   0.00167  -0.0518   0.8960   1.0000  27.4215 257.0000
   1.500   0.4766   0.00941   0.00145  -0.0492   0.6489   1.0000  52.3511 257.0000
   2.000   0.5233   0.01073   0.00169  -0.0466   0.4875   1.0000  65.7477 257.0000
   2.500   0.5742   0.01181   0.00207  -0.0454   0.4019   1.0000  72.8366 257.0000
   3.000   0.6260   0.01282   0.00252  -0.0445   0.3419   1.0000  77.9773 257.0000
   3.500   0.6784   0.01379   0.00304  -0.0437   0.2905   1.0000  82.5812 257.0000
   4.000   0.7304   0.01481   0.00357  -0.0429   0.2455   1.0000  86.8502 257.0000
   4.500   0.7821   0.01592   0.00414  -0.0420   0.2048   1.0000  90.9981 257.0000
   5.000   0.8336   0.01709   0.00485  -0.0411   0.1655   1.0000  95.3666 257.0000
   5.500   0.8838   0.01847   0.00552  -0.0402   0.1280   1.0000  99.9856 257.0000
   6.000   0.9329   0.02025   0.00654  -0.0392   0.0911   1.0000 105.2340 257.0000
   6.500   0.9805   0.02271   0.00794  -0.0379   0.0638   1.0000 109.8140 257.0000
   7.000   1.0269   0.02603   0.01011  -0.0363   0.0490   1.0000 112.7342 257.0000
   7.500   1.0711   0.03041   0.01346  -0.0345   0.0408   1.0000 114.5351 257.0000
   8.000   1.1079   0.03698   0.01921  -0.0324   0.0373   1.0000 115.3563 257.0000
   8.500   1.1350   0.04407   0.02550  -0.0307   0.0341   1.0000 116.1331 257.0000
   9.000   1.1350   0.05537   0.03656  -0.0294   0.0343   1.0000 116.0818 257.0000
   9.500   1.0655   0.07379   0.05662  -0.0366   0.0374   1.0000 115.3442 257.0000
  10.000   1.0359   0.09021   0.07304  -0.0509   0.0386   1.0000 115.0352 257.0000
