  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.071 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1398   0.01141   0.00170  -0.0414   1.0000   1.0000   1.0000 257.0000
  -0.500   0.1927   0.01154   0.00170  -0.0409   1.0000   1.0000   1.0000 257.0000
   0.000   0.2450   0.01173   0.00185  -0.0404   1.0000   1.0000   1.0000 257.0000
   0.500   0.2969   0.01200   0.00215  -0.0401   1.0000   1.0000   1.0000 257.0000
   1.000   0.3480   0.01243   0.00268  -0.0401   1.0000   1.0000   1.0000 257.0000
   1.500   0.4572   0.01283   0.00338  -0.0513   0.9243   1.0000  23.3982 257.0000
   2.000   0.5305   0.01361   0.00315  -0.0495   0.6626   1.0000  51.1751 257.0000
   2.500   0.5780   0.01531   0.00377  -0.0463   0.5253   1.0000  62.6454 257.0000
   3.000   0.6285   0.01694   0.00465  -0.0445   0.4402   1.0000  69.6458 257.0000
   3.500   0.6794   0.01865   0.00569  -0.0430   0.3751   1.0000  75.1053 257.0000
   4.000   0.7305   0.02046   0.00692  -0.0417   0.3197   1.0000  79.9388 257.0000
   4.500   0.7815   0.02241   0.00843  -0.0404   0.2697   1.0000  84.5189 257.0000
   5.000   0.8317   0.02450   0.00988  -0.0391   0.2251   1.0000  88.8964 257.0000
   5.500   0.8807   0.02692   0.01172  -0.0376   0.1812   1.0000  93.5749 257.0000
   6.000   0.9281   0.02984   0.01379  -0.0360   0.1405   1.0000  98.3862 257.0000
   6.500   0.9734   0.03401   0.01705  -0.0342   0.1091   1.0000 102.5671 257.0000
   7.000   1.0137   0.04011   0.02240  -0.0325   0.0904   1.0000 105.3373 257.0000
   7.500   1.0422   0.04899   0.03100  -0.0312   0.0814   1.0000 106.7748 257.0000
   8.000   1.0494   0.06139   0.04336  -0.0318   0.0793   1.0000 107.1187 257.0000
