  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1604   0.00592   0.00095  -0.0447   1.0000   1.0000   1.0000 257.0000
  -0.500   0.2150   0.00602   0.00099  -0.0444   1.0000   1.0000   1.0000 257.0000
   0.000   0.2990   0.00606   0.00099  -0.0501   0.9659   1.0000  15.8639 257.0000
   0.500   0.3751   0.00615   0.00077  -0.0528   0.8250   1.0000  35.8334 257.0000
   1.000   0.4205   0.00716   0.00074  -0.0494   0.6140   1.0000  55.3035 257.0000
   1.500   0.4705   0.00813   0.00088  -0.0480   0.4653   1.0000  67.5747 257.0000
   2.000   0.5232   0.00887   0.00107  -0.0472   0.3802   1.0000  74.6735 257.0000
   2.500   0.5766   0.00952   0.00130  -0.0466   0.3237   1.0000  79.5794 257.0000
   3.000   0.6302   0.01014   0.00155  -0.0461   0.2775   1.0000  83.7834 257.0000
   3.500   0.6837   0.01077   0.00181  -0.0455   0.2356   1.0000  87.8314 257.0000
   4.000   0.7369   0.01145   0.00212  -0.0449   0.1967   1.0000  91.8663 257.0000
   4.500   0.7898   0.01222   0.00247  -0.0443   0.1607   1.0000  95.9171 257.0000
   5.000   0.8423   0.01306   0.00289  -0.0437   0.1268   1.0000 100.1483 257.0000
   5.500   0.8942   0.01403   0.00337  -0.0430   0.0939   1.0000 104.8040 257.0000
   6.000   0.9449   0.01537   0.00407  -0.0422   0.0615   1.0000 110.2407 257.0000
   6.500   0.9936   0.01727   0.00516  -0.0412   0.0399   1.0000 114.7445 257.0000
   7.000   1.0401   0.01962   0.00659  -0.0398   0.0298   1.0000 117.2530 257.0000
   7.500   1.0853   0.02235   0.00837  -0.0382   0.0246   1.0000 118.7248 257.0000
   8.000   1.1286   0.02560   0.01063  -0.0366   0.0212   1.0000 119.7722 257.0000
   8.500   1.1679   0.02980   0.01397  -0.0347   0.0187   1.0000 120.5914 257.0000
   9.000   1.2002   0.03513   0.01826  -0.0328   0.0172   1.0000 121.1163 257.0000
   9.500   1.2109   0.04381   0.02646  -0.0302   0.0168   1.0000 121.2609 257.0000
  10.000   1.1960   0.05399   0.03621  -0.0290   0.0169   1.0000 121.2056 257.0000
