  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.331 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1630   0.00541   0.00087  -0.0452   1.0000   1.0000   1.0000 257.0000
  -0.500   0.2281   0.00549   0.00090  -0.0470   0.9921   1.0000   8.0766 257.0000
   0.000   0.3161   0.00544   0.00077  -0.0532   0.9249   1.0000  23.3099 257.0000
   0.500   0.3707   0.00597   0.00059  -0.0512   0.7375   1.0000  44.4945 257.0000
   1.000   0.4185   0.00699   0.00065  -0.0491   0.5486   1.0000  60.7280 257.0000
   1.500   0.4705   0.00779   0.00079  -0.0482   0.4291   1.0000  70.5689 257.0000
   2.000   0.5239   0.00842   0.00096  -0.0476   0.3572   1.0000  76.6501 257.0000
   2.500   0.5778   0.00900   0.00116  -0.0470   0.3060   1.0000  81.1690 257.0000
   3.000   0.6317   0.00955   0.00137  -0.0465   0.2624   1.0000  85.2126 257.0000
   3.500   0.6854   0.01013   0.00161  -0.0460   0.2227   1.0000  89.1411 257.0000
   4.000   0.7389   0.01076   0.00188  -0.0454   0.1850   1.0000  93.1489 257.0000
   4.500   0.7920   0.01146   0.00220  -0.0449   0.1500   1.0000  97.2052 257.0000
   5.000   0.8448   0.01225   0.00258  -0.0443   0.1177   1.0000 101.3719 257.0000
   5.500   0.8968   0.01317   0.00302  -0.0437   0.0863   1.0000 105.9788 257.0000
   6.000   0.9480   0.01440   0.00367  -0.0429   0.0552   1.0000 111.4560 257.0000
   6.500   0.9971   0.01616   0.00468  -0.0419   0.0352   1.0000 115.8747 257.0000
   7.000   1.0443   0.01832   0.00602  -0.0406   0.0263   1.0000 118.2371 257.0000
   7.500   1.0903   0.02063   0.00754  -0.0393   0.0213   1.0000 119.7268 257.0000
   8.000   1.1338   0.02361   0.00958  -0.0376   0.0185   1.0000 120.6779 257.0000
   8.500   1.1749   0.02699   0.01214  -0.0359   0.0160   1.0000 121.5404 257.0000
   9.000   1.2100   0.03172   0.01559  -0.0340   0.0147   1.0000 122.0258 257.0000
   9.500   1.2306   0.03869   0.02208  -0.0314   0.0141   1.0000 122.2573 257.0000
  10.000   1.2259   0.04814   0.03100  -0.0293   0.0140   1.0000 122.2853 257.0000
