  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.086 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1430   0.01039   0.00157  -0.0419   1.0000   1.0000   1.0000 257.0000
  -0.500   0.1961   0.01051   0.00158  -0.0414   1.0000   1.0000   1.0000 257.0000
   0.000   0.2487   0.01070   0.00172  -0.0409   1.0000   1.0000   1.0000 257.0000
   0.500   0.3009   0.01096   0.00201  -0.0406   1.0000   1.0000   1.0000 257.0000
   1.000   0.3526   0.01138   0.00254  -0.0408   1.0000   1.0000   1.0000 257.0000
   1.500   0.4760   0.01140   0.00266  -0.0526   0.8534   1.0000  32.6780 257.0000
   2.000   0.5273   0.01264   0.00260  -0.0479   0.6068   1.0000  55.9125 257.0000
   2.500   0.5761   0.01419   0.00316  -0.0456   0.4858   1.0000  65.8877 257.0000
   3.000   0.6268   0.01563   0.00389  -0.0441   0.4083   1.0000  72.3022 257.0000
   3.500   0.6781   0.01709   0.00477  -0.0429   0.3473   1.0000  77.5030 257.0000
   4.000   0.7294   0.01865   0.00573  -0.0418   0.2958   1.0000  82.0915 257.0000
   4.500   0.7806   0.02026   0.00687  -0.0406   0.2484   1.0000  86.5673 257.0000
   5.000   0.8311   0.02200   0.00796  -0.0395   0.2058   1.0000  90.8979 257.0000
   5.500   0.8807   0.02399   0.00933  -0.0382   0.1634   1.0000  95.6077 257.0000
   6.000   0.9287   0.02645   0.01089  -0.0367   0.1237   1.0000 100.5654 257.0000
   6.500   0.9756   0.02980   0.01306  -0.0352   0.0933   1.0000 104.8830 257.0000
   7.000   1.0201   0.03446   0.01667  -0.0335   0.0746   1.0000 107.9008 257.0000
   7.500   1.0544   0.04215   0.02409  -0.0316   0.0655   1.0000 109.5147 257.0000
   8.000   1.0763   0.05192   0.03332  -0.0304   0.0624   1.0000 110.0851 257.0000
   8.500   1.0710   0.06511   0.04662  -0.0314   0.0626   1.0000 110.0407 257.0000
