  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.365 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1644   0.00516   0.00084  -0.0454   1.0000   1.0000   1.0000 257.0000
  -0.500   0.2391   0.00520   0.00082  -0.0493   0.9816   1.0000  11.8438 257.0000
   0.000   0.3210   0.00518   0.00064  -0.0538   0.8895   1.0000  28.2816 257.0000
   0.500   0.3686   0.00593   0.00054  -0.0507   0.6925   1.0000  48.5653 257.0000
   1.000   0.4180   0.00689   0.00061  -0.0490   0.5187   1.0000  63.1861 257.0000
   1.500   0.4706   0.00762   0.00075  -0.0483   0.4120   1.0000  71.9921 257.0000
   2.000   0.5244   0.00820   0.00091  -0.0477   0.3459   1.0000  77.6249 257.0000
   2.500   0.5784   0.00874   0.00109  -0.0472   0.2971   1.0000  81.9717 257.0000
   3.000   0.6324   0.00927   0.00129  -0.0467   0.2549   1.0000  85.9422 257.0000
   3.500   0.6863   0.00981   0.00151  -0.0462   0.2159   1.0000  89.8427 257.0000
   4.000   0.7399   0.01042   0.00177  -0.0457   0.1789   1.0000  93.8243 257.0000
   4.500   0.7931   0.01110   0.00207  -0.0452   0.1446   1.0000  97.8664 257.0000
   5.000   0.8459   0.01188   0.00244  -0.0446   0.1133   1.0000 101.9685 257.0000
   5.500   0.8983   0.01274   0.00287  -0.0440   0.0821   1.0000 106.6527 257.0000
   6.000   0.9493   0.01397   0.00350  -0.0432   0.0524   1.0000 112.0162 257.0000
   6.500   0.9990   0.01561   0.00448  -0.0423   0.0328   1.0000 116.4796 257.0000
   7.000   1.0468   0.01761   0.00572  -0.0411   0.0245   1.0000 118.7452 257.0000
   7.500   1.0924   0.01998   0.00724  -0.0397   0.0200   1.0000 120.1615 257.0000
   8.000   1.1360   0.02279   0.00912  -0.0381   0.0172   1.0000 121.1058 257.0000
   8.500   1.1780   0.02574   0.01122  -0.0366   0.0149   1.0000 121.9516 257.0000
   9.000   1.2141   0.03025   0.01500  -0.0344   0.0136   1.0000 122.4425 257.0000
   9.500   1.2434   0.03536   0.01925  -0.0323   0.0128   1.0000 122.7750 257.0000
  10.000   1.2567   0.04267   0.02522  -0.0302   0.0122   1.0000 122.9966 257.0000
