  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-25-20_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.174 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1538   0.00738   0.00115  -0.0436   1.0000   1.0000   1.0000 257.0000
  -0.500   0.2078   0.00749   0.00118  -0.0432   1.0000   1.0000   1.0000 257.0000
   0.000   0.2615   0.00765   0.00132  -0.0429   1.0000   1.0000   1.0000 257.0000
   0.500   0.3427   0.00778   0.00148  -0.0481   0.9703   1.0000  14.8564 257.0000
   1.000   0.4290   0.00782   0.00123  -0.0523   0.8095   1.0000  37.4608 257.0000
   1.500   0.4735   0.00899   0.00121  -0.0483   0.5824   1.0000  57.9419 257.0000
   2.000   0.5226   0.01011   0.00145  -0.0467   0.4501   1.0000  68.8279 257.0000
   2.500   0.5744   0.01103   0.00178  -0.0457   0.3752   1.0000  75.1047 257.0000
   3.000   0.6270   0.01189   0.00215  -0.0450   0.3199   1.0000  79.9155 257.0000
   3.500   0.6796   0.01273   0.00256  -0.0442   0.2722   1.0000  84.2838 257.0000
   4.000   0.7322   0.01361   0.00301  -0.0435   0.2289   1.0000  88.5045 257.0000
   4.500   0.7843   0.01456   0.00350  -0.0427   0.1893   1.0000  92.6705 257.0000
   5.000   0.8359   0.01563   0.00404  -0.0420   0.1526   1.0000  96.8954 257.0000
   5.500   0.8868   0.01684   0.00470  -0.0411   0.1158   1.0000 101.6253 257.0000
   6.000   0.9363   0.01845   0.00553  -0.0402   0.0807   1.0000 106.8762 257.0000
   6.500   0.9840   0.02078   0.00688  -0.0389   0.0552   1.0000 111.4569 257.0000
   7.000   1.0301   0.02380   0.00870  -0.0374   0.0423   1.0000 114.1941 257.0000
   7.500   1.0752   0.02734   0.01102  -0.0359   0.0349   1.0000 115.9541 257.0000
   8.000   1.1170   0.03220   0.01469  -0.0341   0.0307   1.0000 117.0208 257.0000
   8.500   1.1455   0.03948   0.02179  -0.0316   0.0284   1.0000 117.6351 257.0000
   9.000   1.1491   0.05052   0.03263  -0.0298   0.0285   1.0000 117.6208 257.0000
   9.500   1.1163   0.06402   0.04634  -0.0312   0.0297   1.0000 117.3031 257.0000
  10.000   1.0802   0.07633   0.05863  -0.0395   0.0303   1.0000 117.1191 257.0000
