  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140504-35_0.65+2                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.297 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1560   0.00577   0.00089  -0.0448   1.0000   1.0000   1.0000 250.0000
  -0.500   0.2110   0.00588   0.00095  -0.0446   1.0000   1.0000   1.0000 250.0000
   0.000   0.2968   0.00590   0.00095  -0.0509   0.9707   1.0000   5.3201 250.0000
   1.000   0.4187   0.00691   0.00064  -0.0504   0.6250   1.0000  44.7517 250.0000
   1.500   0.4701   0.00769   0.00079  -0.0493   0.5176   1.0000  56.9157 250.0000
   2.000   0.5233   0.00829   0.00094  -0.0487   0.4436   1.0000  65.3081 250.0000
   2.500   0.5768   0.00886   0.00111  -0.0481   0.3802   1.0000  72.5109 250.0000
   3.000   0.6304   0.00945   0.00129  -0.0476   0.3221   1.0000  79.1435 250.0000
   3.500   0.6839   0.01008   0.00151  -0.0471   0.2666   1.0000  85.4878 250.0000
   4.000   0.7370   0.01079   0.00177  -0.0466   0.2127   1.0000  91.6867 250.0000
   4.500   0.7897   0.01161   0.00208  -0.0461   0.1590   1.0000  97.9220 250.0000
   5.000   0.8417   0.01264   0.00251  -0.0456   0.1015   1.0000 104.7248 250.0000
   5.500   0.8915   0.01443   0.00341  -0.0447   0.0484   1.0000 111.3731 250.0000
   6.000   0.9398   0.01663   0.00466  -0.0435   0.0304   1.0000 113.8886 250.0000
   6.500   0.9853   0.01955   0.00641  -0.0419   0.0231   1.0000 115.0445 250.0000
   7.000   1.0319   0.02232   0.00833  -0.0402   0.0193   1.0000 115.7079 250.0000
   7.500   1.0726   0.02729   0.01191  -0.0382   0.0170   1.0000 116.1485 250.0000
   8.000   1.1069   0.03376   0.01752  -0.0356   0.0162   1.0000 116.3289 250.0000
   8.500   1.1263   0.04197   0.02520  -0.0332   0.0152   1.0000 116.5268 250.0000
   9.000   1.1110   0.05465   0.03736  -0.0319   0.0163   1.0000 116.2984 250.0000
   9.500   1.0768   0.06547   0.04802  -0.0344   0.0168   1.0000 116.1979 250.0000
  10.000   1.0413   0.08456   0.06795  -0.0542   0.0170   1.0000 116.1522 250.0000
