  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-50_0.65+2                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.317 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1833   0.00592   0.00117  -0.0515   0.9975   1.0000   1.7258 249.0000
   0.000   0.3466   0.00580   0.00096  -0.0616   0.9329   1.0000   9.6315 249.0000
   0.500   0.4068   0.00585   0.00075  -0.0613   0.8435   1.0000  19.8306 249.0000
   1.000   0.4554   0.00644   0.00066  -0.0587   0.7054   1.0000  35.5380 249.0000
   1.500   0.5051   0.00721   0.00073  -0.0570   0.5835   1.0000  49.4145 249.0000
   2.000   0.5568   0.00791   0.00087  -0.0561   0.4885   1.0000  60.1687 249.0000
   2.500   0.6094   0.00857   0.00103  -0.0554   0.4114   1.0000  68.8980 249.0000
   3.000   0.6624   0.00921   0.00123  -0.0548   0.3473   1.0000  76.1789 249.0000
   3.500   0.7154   0.00986   0.00146  -0.0543   0.2926   1.0000  82.3970 249.0000
   4.000   0.7683   0.01055   0.00172  -0.0538   0.2431   1.0000  88.0440 249.0000
   4.500   0.8208   0.01129   0.00200  -0.0532   0.1929   1.0000  93.8142 249.0000
   5.000   0.8727   0.01217   0.00233  -0.0527   0.1403   1.0000  99.9332 249.0000
   5.500   0.9235   0.01334   0.00282  -0.0520   0.0844   1.0000 106.6247 249.0000
   6.000   0.9710   0.01541   0.00382  -0.0509   0.0358   1.0000 112.9047 249.0000
   6.500   1.0169   0.01786   0.00516  -0.0493   0.0227   1.0000 114.9040 249.0000
   7.000   1.0613   0.02054   0.00674  -0.0475   0.0179   1.0000 115.7601 249.0000
   7.500   1.1023   0.02437   0.00920  -0.0452   0.0150   1.0000 116.3402 249.0000
   8.000   1.1417   0.02863   0.01224  -0.0429   0.0135   1.0000 116.6889 249.0000
   8.500   1.1665   0.03599   0.01766  -0.0402   0.0120   1.0000 117.0178 249.0000
   9.000   1.1773   0.04434   0.02483  -0.0369   0.0120   1.0000 117.0282 249.0000
   9.500   1.1775   0.05216   0.03194  -0.0341   0.0123   1.0000 116.9498 249.0000
  10.000   1.1094   0.06660   0.04767  -0.0363   0.0140   1.0000 116.5754 249.0000
