  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.368 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1147   0.00497   0.00060  -0.0359   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1689   0.00505   0.00064  -0.0355   1.0000   1.0000   1.0000 254.0000
   0.000   0.2507   0.00509   0.00066  -0.0409   0.9676   1.0000   5.7615 254.0000
   0.500   0.3133   0.00518   0.00058  -0.0411   0.8796   1.0000  15.6873 254.0000
   1.000   0.3593   0.00575   0.00050  -0.0378   0.7234   1.0000  33.2302 254.0000
   1.500   0.4093   0.00666   0.00056  -0.0362   0.5506   1.0000  55.7128 254.0000
   2.000   0.4620   0.00751   0.00070  -0.0356   0.4110   1.0000  71.3882 254.0000
   2.500   0.5158   0.00821   0.00090  -0.0352   0.3257   1.0000  80.9808 254.0000
   3.000   0.5700   0.00884   0.00110  -0.0349   0.2587   1.0000  88.5177 254.0000
   3.500   0.6239   0.00952   0.00132  -0.0346   0.1896   1.0000  96.3771 254.0000
   4.000   0.6769   0.01049   0.00167  -0.0342   0.1098   1.0000 105.6435 254.0000
   4.500   0.7293   0.01184   0.00235  -0.0338   0.0534   1.0000 112.5244 254.0000
   5.000   0.7811   0.01348   0.00335  -0.0330   0.0336   1.0000 115.2173 254.0000
   5.500   0.8320   0.01534   0.00459  -0.0321   0.0261   1.0000 116.3732 254.0000
   6.000   0.8809   0.01788   0.00629  -0.0310   0.0218   1.0000 117.1133 254.0000
   6.500   0.9302   0.02056   0.00844  -0.0297   0.0193   1.0000 117.5972 254.0000
   7.000   0.9735   0.02569   0.01220  -0.0285   0.0172   1.0000 118.0103 254.0000
   7.500   1.0122   0.03194   0.01807  -0.0268   0.0169   1.0000 118.0978 254.0000
   8.000   1.0343   0.04156   0.02741  -0.0254   0.0167   1.0000 118.1398 254.0000
