  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.175 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1076   0.00716   0.00085  -0.0347   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1609   0.00725   0.00088  -0.0342   1.0000   1.0000   1.0000 254.0000
   0.000   0.2139   0.00737   0.00100  -0.0338   1.0000   1.0000   1.0000 254.0000
   0.500   0.2668   0.00756   0.00121  -0.0335   1.0000   1.0000   1.0000 254.0000
   1.000   0.3592   0.00768   0.00137  -0.0409   0.9519   1.0000   7.5408 254.0000
   1.500   0.4241   0.00782   0.00126  -0.0406   0.8148   1.0000  22.9568 254.0000
   2.000   0.4671   0.00879   0.00121  -0.0361   0.6078   1.0000  49.2955 254.0000
   2.500   0.5160   0.00999   0.00143  -0.0344   0.4444   1.0000  67.6331 254.0000
   3.000   0.5677   0.01102   0.00177  -0.0336   0.3460   1.0000  78.6929 254.0000
   3.500   0.6201   0.01196   0.00213  -0.0330   0.2647   1.0000  87.8400 254.0000
   4.000   0.6723   0.01306   0.00253  -0.0325   0.1701   1.0000  98.6075 254.0000
   4.500   0.7228   0.01508   0.00351  -0.0318   0.0872   1.0000 108.3358 254.0000
   5.000   0.7723   0.01762   0.00500  -0.0307   0.0565   1.0000 112.1269 254.0000
   5.500   0.8225   0.02043   0.00695  -0.0294   0.0441   1.0000 113.7489 254.0000
   6.000   0.8725   0.02421   0.00992  -0.0280   0.0376   1.0000 114.6317 254.0000
   6.500   0.9186   0.02970   0.01443  -0.0266   0.0342   1.0000 115.1177 254.0000
   7.000   0.9563   0.03811   0.02228  -0.0250   0.0344   1.0000 115.0975 254.0000
