  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.226 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1101   0.00632   0.00076  -0.0351   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1637   0.00640   0.00079  -0.0347   1.0000   1.0000   1.0000 254.0000
   0.000   0.2171   0.00653   0.00090  -0.0343   1.0000   1.0000   1.0000 254.0000
   0.500   0.2922   0.00666   0.00105  -0.0384   0.9802   1.0000   4.2985 254.0000
   1.000   0.3712   0.00669   0.00102  -0.0421   0.8926   1.0000  14.2296 254.0000
   1.500   0.4167   0.00722   0.00089  -0.0379   0.7211   1.0000  33.4961 254.0000
   2.000   0.4640   0.00831   0.00097  -0.0355   0.5314   1.0000  57.8662 254.0000
   2.500   0.5153   0.00933   0.00119  -0.0345   0.3974   1.0000  72.9219 254.0000
   3.000   0.5682   0.01017   0.00148  -0.0340   0.3135   1.0000  82.3517 254.0000
   3.500   0.6214   0.01098   0.00177  -0.0336   0.2378   1.0000  90.8881 254.0000
   4.000   0.6740   0.01203   0.00213  -0.0331   0.1478   1.0000 101.1894 254.0000
   4.500   0.7249   0.01387   0.00301  -0.0326   0.0734   1.0000 110.0112 254.0000
   5.000   0.7757   0.01593   0.00430  -0.0316   0.0464   1.0000 113.4365 254.0000
   5.500   0.8254   0.01840   0.00588  -0.0305   0.0362   1.0000 114.8308 254.0000
   6.000   0.8750   0.02178   0.00845  -0.0290   0.0312   1.0000 115.5643 254.0000
   6.500   0.9217   0.02649   0.01206  -0.0277   0.0278   1.0000 116.0887 254.0000
   7.000   0.9629   0.03335   0.01868  -0.0259   0.0270   1.0000 116.2267 254.0000
   7.500   0.9888   0.04366   0.02823  -0.0248   0.0277   1.0000 116.1082 254.0000
