  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.162 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1068   0.00745   0.00088  -0.0346   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1600   0.00754   0.00091  -0.0341   1.0000   1.0000   1.0000 254.0000
   0.000   0.2129   0.00767   0.00103  -0.0336   1.0000   1.0000   1.0000 254.0000
   0.500   0.2656   0.00786   0.00124  -0.0333   1.0000   1.0000   1.0000 254.0000
   1.000   0.3506   0.00803   0.00149  -0.0395   0.9671   1.0000   5.8254 254.0000
   1.500   0.4258   0.00810   0.00140  -0.0414   0.8416   1.0000  19.9465 254.0000
   2.000   0.4686   0.00896   0.00131  -0.0365   0.6336   1.0000  46.3997 254.0000
   2.500   0.5164   0.01021   0.00152  -0.0344   0.4610   1.0000  65.7754 254.0000
   3.000   0.5677   0.01131   0.00187  -0.0335   0.3571   1.0000  77.4458 254.0000
   3.500   0.6198   0.01230   0.00226  -0.0328   0.2737   1.0000  86.8264 254.0000
   4.000   0.6718   0.01344   0.00269  -0.0323   0.1778   1.0000  97.7204 254.0000
   4.500   0.7220   0.01550   0.00368  -0.0316   0.0923   1.0000 107.7173 254.0000
   5.000   0.7718   0.01805   0.00523  -0.0304   0.0597   1.0000 111.7186 254.0000
   5.500   0.8217   0.02124   0.00742  -0.0290   0.0469   1.0000 113.3656 254.0000
   6.000   0.8715   0.02526   0.01058  -0.0276   0.0402   1.0000 114.2785 254.0000
   6.500   0.9186   0.03048   0.01531  -0.0261   0.0368   1.0000 114.7488 254.0000
   7.000   0.9518   0.04119   0.02612  -0.0243   0.0387   1.0000 114.4862 254.0000
