  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.171 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1074   0.00726   0.00086  -0.0347   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1606   0.00734   0.00089  -0.0342   1.0000   1.0000   1.0000 254.0000
   0.000   0.2136   0.00747   0.00101  -0.0338   1.0000   1.0000   1.0000 254.0000
   0.500   0.2664   0.00766   0.00122  -0.0335   1.0000   1.0000   1.0000 254.0000
   1.000   0.3570   0.00779   0.00141  -0.0406   0.9572   1.0000   6.9421 254.0000
   1.500   0.4248   0.00791   0.00130  -0.0409   0.8237   1.0000  21.9612 254.0000
   2.000   0.4676   0.00884   0.00124  -0.0362   0.6160   1.0000  48.3711 254.0000
   2.500   0.5161   0.01006   0.00145  -0.0344   0.4500   1.0000  67.0096 254.0000
   3.000   0.5677   0.01111   0.00180  -0.0335   0.3496   1.0000  78.2863 254.0000
   3.500   0.6200   0.01206   0.00217  -0.0329   0.2674   1.0000  87.5340 254.0000
   4.000   0.6721   0.01319   0.00258  -0.0324   0.1727   1.0000  98.3121 254.0000
   4.500   0.7224   0.01523   0.00355  -0.0317   0.0891   1.0000 108.0998 254.0000
   5.000   0.7718   0.01785   0.00505  -0.0307   0.0575   1.0000 111.9915 254.0000
   5.500   0.8223   0.02069   0.00713  -0.0293   0.0450   1.0000 113.6286 254.0000
   6.000   0.8722   0.02459   0.01021  -0.0278   0.0385   1.0000 114.5157 254.0000
   6.500   0.9179   0.03032   0.01453  -0.0267   0.0349   1.0000 115.0215 254.0000
   7.000   0.9560   0.03848   0.02212  -0.0250   0.0348   1.0000 115.0372 254.0000
