  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.091 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1006   0.00992   0.00116  -0.0337   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1532   0.01001   0.00117  -0.0331   1.0000   1.0000   1.0000 254.0000
   0.000   0.2052   0.01016   0.00129  -0.0325   1.0000   1.0000   1.0000 254.0000
   0.500   0.2569   0.01037   0.00153  -0.0321   1.0000   1.0000   1.0000 254.0000
   1.000   0.3080   0.01068   0.00191  -0.0319   1.0000   1.0000   1.0000 254.0000
   1.500   0.3689   0.01118   0.00257  -0.0342   0.9919   1.0000   2.7625 254.0000
   2.000   0.4814   0.01119   0.00259  -0.0425   0.8294   1.0000  21.3119 254.0000
   2.500   0.5230   0.01232   0.00256  -0.0361   0.6014   1.0000  50.0043 254.0000
   3.000   0.5700   0.01388   0.00305  -0.0334   0.4537   1.0000  66.5952 254.0000
   3.500   0.6193   0.01543   0.00373  -0.0318   0.3474   1.0000  78.5356 254.0000
   4.000   0.6685   0.01712   0.00453  -0.0305   0.2405   1.0000  90.5807 254.0000
   4.500   0.7175   0.01948   0.00569  -0.0293   0.1425   1.0000 101.8041 254.0000
   5.000   0.7675   0.02281   0.00782  -0.0279   0.0949   1.0000 107.4097 254.0000
   5.500   0.8188   0.02700   0.01100  -0.0265   0.0752   1.0000 109.7914 254.0000
   6.000   0.8678   0.03260   0.01543  -0.0252   0.0655   1.0000 110.9935 254.0000
   6.500   0.9087   0.04113   0.02452  -0.0237   0.0635   1.0000 111.2340 254.0000
