  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.060 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.0956   0.01216   0.00140  -0.0329   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1479   0.01226   0.00139  -0.0324   1.0000   1.0000   1.0000 254.0000
   0.000   0.1994   0.01242   0.00152  -0.0318   1.0000   1.0000   1.0000 254.0000
   0.500   0.2503   0.01264   0.00177  -0.0312   1.0000   1.0000   1.0000 254.0000
   1.000   0.3006   0.01297   0.00218  -0.0309   1.0000   1.0000   1.0000 254.0000
   1.500   0.3498   0.01350   0.00286  -0.0310   1.0000   1.0000   1.0000 254.0000
   2.000   0.4443   0.01443   0.00416  -0.0411   0.9596   1.0000   6.6648 254.0000
   2.500   0.5350   0.01472   0.00400  -0.0412   0.7164   1.0000  34.0274 254.0000
   3.000   0.5762   0.01652   0.00457  -0.0353   0.5427   1.0000  56.6004 254.0000
   3.500   0.6230   0.01849   0.00554  -0.0323   0.4167   1.0000  70.7530 254.0000
   4.000   0.6701   0.02085   0.00681  -0.0299   0.2990   1.0000  83.9778 254.0000
   4.500   0.7180   0.02370   0.00849  -0.0279   0.1942   1.0000  95.8473 254.0000
   5.000   0.7684   0.02753   0.01122  -0.0262   0.1352   1.0000 102.6613 254.0000
   5.500   0.8192   0.03284   0.01584  -0.0247   0.1091   1.0000 105.7175 254.0000
   6.000   0.8654   0.03994   0.02242  -0.0236   0.0975   1.0000 107.1042 254.0000
   6.500   0.8995   0.05078   0.03381  -0.0238   0.0964   1.0000 107.2267 254.0000
   7.000   0.9091   0.06822   0.05248  -0.0301   0.1114   1.0000 105.4543 254.0000
   8.000   0.8176   0.11265   0.09159  -0.0653   0.2367   1.0000  91.0078 254.0000
   8.500   0.8002   0.12096   0.09919  -0.0692   0.2231   1.0000  92.5535 254.0000
   9.000   0.8040   0.12984   0.10678  -0.0700   0.2091   1.0000  94.1445 254.0000
   9.500   0.8062   0.13822   0.11416  -0.0708   0.1937   1.0000  95.8995 254.0000
  10.000   0.8055   0.14696   0.12171  -0.0721   0.1836   1.0000  97.0564 254.0000
