  
       XFOIL         Version 6.99
  
 Calculated polar for: 20100901-5f tip_0.65+2                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.250 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1111   0.00602   0.00072  -0.0353   1.0000   1.0000   1.0000 254.0000
  -0.500   0.1648   0.00610   0.00076  -0.0348   1.0000   1.0000   1.0000 254.0000
   0.000   0.2184   0.00622   0.00087  -0.0345   1.0000   1.0000   1.0000 254.0000
   0.500   0.3031   0.00630   0.00096  -0.0405   0.9659   1.0000   5.9544 254.0000
   1.000   0.3699   0.00638   0.00088  -0.0413   0.8633   1.0000  17.5168 254.0000
   1.500   0.4142   0.00708   0.00079  -0.0372   0.6826   1.0000  40.8739 254.0000
   2.000   0.4632   0.00814   0.00090  -0.0354   0.5035   1.0000  61.0005 254.0000
   2.500   0.5153   0.00908   0.00112  -0.0347   0.3805   1.0000  74.8116 254.0000
   3.000   0.5685   0.00987   0.00138  -0.0342   0.3014   1.0000  83.7040 254.0000
   3.500   0.6219   0.01064   0.00165  -0.0338   0.2275   1.0000  92.0473 254.0000
   4.000   0.6746   0.01167   0.00200  -0.0334   0.1392   1.0000 102.1944 254.0000
   4.500   0.7261   0.01335   0.00284  -0.0329   0.0682   1.0000 110.6531 254.0000
   5.000   0.7768   0.01535   0.00402  -0.0320   0.0431   1.0000 113.8740 254.0000
   5.500   0.8264   0.01785   0.00567  -0.0308   0.0337   1.0000 115.1923 254.0000
   6.000   0.8754   0.02098   0.00778  -0.0296   0.0287   1.0000 115.9396 254.0000
