  
       XFOIL         Version 6.99
  
 Calculated polar for: 20140417-35_0.65+2                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.231 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1561   0.00660   0.00108  -0.0455   1.0000   1.0000   1.0000 249.0000
  -0.500   0.2107   0.00673   0.00115  -0.0453   1.0000   1.0000   1.0000 249.0000
   0.000   0.2756   0.00689   0.00129  -0.0474   0.9926   1.0000   2.6096 249.0000
   0.500   0.3682   0.00681   0.00121  -0.0545   0.9425   1.0000   8.5595 249.0000
   1.000   0.4354   0.00689   0.00092  -0.0550   0.7994   1.0000  24.8063 249.0000
   1.500   0.4807   0.00793   0.00090  -0.0516   0.6033   1.0000  47.0021 249.0000
   2.000   0.5307   0.00884   0.00109  -0.0502   0.4846   1.0000  60.3878 249.0000
   2.500   0.5826   0.00963   0.00131  -0.0493   0.3998   1.0000  69.9696 249.0000
   3.000   0.6352   0.01036   0.00157  -0.0487   0.3346   1.0000  77.3493 249.0000
   3.500   0.6879   0.01111   0.00186  -0.0480   0.2800   1.0000  83.5507 249.0000
   4.000   0.7405   0.01189   0.00219  -0.0474   0.2302   1.0000  89.2200 249.0000
   4.500   0.7928   0.01273   0.00255  -0.0468   0.1819   1.0000  94.7652 249.0000
   5.000   0.8445   0.01370   0.00298  -0.0462   0.1341   1.0000 100.3421 249.0000
   5.500   0.8950   0.01504   0.00359  -0.0454   0.0855   1.0000 106.1514 249.0000
   6.000   0.9430   0.01719   0.00471  -0.0442   0.0479   1.0000 110.9151 249.0000
   6.500   0.9882   0.02006   0.00632  -0.0426   0.0328   1.0000 113.0279 249.0000
   7.000   1.0329   0.02341   0.00843  -0.0408   0.0258   1.0000 114.0953 249.0000
   7.500   1.0771   0.02712   0.01115  -0.0388   0.0220   1.0000 114.7425 249.0000
   8.000   1.1121   0.03324   0.01598  -0.0365   0.0196   1.0000 115.1651 249.0000
   8.500   1.1329   0.04166   0.02369  -0.0337   0.0192   1.0000 115.2517 249.0000
   9.000   1.1295   0.05245   0.03371  -0.0317   0.0197   1.0000 115.1437 249.0000
   9.500   1.1128   0.06325   0.04301  -0.0310   0.0206   1.0000 114.9810 249.0000
  10.000   1.0705   0.07498   0.05660  -0.0397   0.0213   1.0000 114.8587 249.0000
