  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-60T85_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.317 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.2203   0.00604   0.00134  -0.0606   0.9802   1.0000  12.1438 261.0000
  -0.500   0.2984   0.00595   0.00120  -0.0649   0.9554   1.0000  17.8846 261.0000
   0.000   0.3632   0.00587   0.00103  -0.0659   0.9132   1.0000  24.8402 261.0000
   0.500   0.4176   0.00595   0.00087  -0.0645   0.8432   1.0000  33.5995 261.0000
   1.000   0.4677   0.00636   0.00077  -0.0623   0.7392   1.0000  44.0366 261.0000
   1.500   0.5175   0.00704   0.00079  -0.0605   0.6220   1.0000  57.0959 261.0000
   2.000   0.5688   0.00776   0.00091  -0.0594   0.5210   1.0000  65.4925 261.0000
   2.500   0.6210   0.00845   0.00107  -0.0587   0.4403   1.0000  72.1972 261.0000
   3.000   0.6738   0.00911   0.00127  -0.0581   0.3733   1.0000  77.8907 261.0000
   3.500   0.7267   0.00978   0.00149  -0.0576   0.3154   1.0000  83.0325 261.0000
   4.000   0.7795   0.01047   0.00174  -0.0571   0.2617   1.0000  88.0772 261.0000
   4.500   0.8318   0.01124   0.00201  -0.0566   0.2064   1.0000  93.6913 261.0000
   5.000   0.8835   0.01216   0.00235  -0.0560   0.1495   1.0000 100.1874 261.0000
   5.500   0.9338   0.01338   0.00286  -0.0554   0.0898   1.0000 108.3962 261.0000
   6.000   0.9812   0.01536   0.00381  -0.0543   0.0395   1.0000 117.7697 261.0000
   6.500   1.0273   0.01756   0.00496  -0.0528   0.0239   1.0000 121.8231 261.0000
   7.000   1.0711   0.02009   0.00636  -0.0511   0.0178   1.0000 123.7864 261.0000
   7.500   1.1124   0.02320   0.00814  -0.0491   0.0146   1.0000 124.9153 261.0000
   8.000   1.1520   0.02747   0.01098  -0.0465   0.0133   1.0000 125.4516 261.0000
   8.500   1.1873   0.03233   0.01423  -0.0444   0.0119   1.0000 126.0082 261.0000
   9.000   1.2077   0.03892   0.02011  -0.0407   0.0114   1.0000 126.2311 261.0000
   9.500   1.2078   0.04756   0.02766  -0.0369   0.0116   1.0000 126.1464 261.0000
  10.000   1.1922   0.05596   0.03490  -0.0335   0.0118   1.0000 126.0359 261.0000
