  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-60T85_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.239 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1779   0.00706   0.00166  -0.0523   0.9988   1.0000   3.6467 261.0000
  -0.500   0.2713   0.00709   0.00165  -0.0602   0.9774   1.0000  12.9206 261.0000
   0.000   0.3522   0.00698   0.00151  -0.0648   0.9468   1.0000  19.4912 261.0000
   0.500   0.4176   0.00688   0.00131  -0.0657   0.8959   1.0000  27.2237 261.0000
   1.000   0.4712   0.00699   0.00112  -0.0638   0.8121   1.0000  36.9397 261.0000
   1.500   0.5202   0.00753   0.00102  -0.0613   0.6944   1.0000  50.8646 261.0000
   2.000   0.5696   0.00830   0.00110  -0.0595   0.5789   1.0000  60.7025 261.0000
   2.500   0.6204   0.00910   0.00127  -0.0583   0.4851   1.0000  68.4595 261.0000
   3.000   0.6722   0.00987   0.00149  -0.0575   0.4095   1.0000  74.7886 261.0000
   3.500   0.7243   0.01062   0.00175  -0.0568   0.3463   1.0000  80.2590 261.0000
   4.000   0.7765   0.01139   0.00204  -0.0562   0.2879   1.0000  85.5685 261.0000
   4.500   0.8282   0.01225   0.00235  -0.0556   0.2322   1.0000  91.0000 261.0000
   5.000   0.8795   0.01319   0.00271  -0.0549   0.1718   1.0000  97.5417 261.0000
   5.500   0.9293   0.01448   0.00323  -0.0542   0.1080   1.0000 105.6855 261.0000
   6.000   0.9757   0.01671   0.00428  -0.0530   0.0501   1.0000 115.4387 261.0000
   6.500   1.0198   0.01935   0.00563  -0.0513   0.0310   1.0000 119.8686 261.0000
   7.000   1.0618   0.02247   0.00725  -0.0493   0.0233   1.0000 122.0134 261.0000
   7.500   1.1047   0.02578   0.00933  -0.0472   0.0187   1.0000 123.4706 261.0000
   8.000   1.1443   0.03068   0.01247  -0.0450   0.0170   1.0000 124.0721 261.0000
   8.500   1.1736   0.03762   0.01812  -0.0416   0.0167   1.0000 124.1724 261.0000
   9.000   1.1817   0.04628   0.02605  -0.0378   0.0164   1.0000 124.2799 261.0000
   9.500   1.1672   0.05574   0.03499  -0.0346   0.0165   1.0000 124.2276 261.0000
  10.000   1.1388   0.06395   0.04268  -0.0326   0.0169   1.0000 124.1108 261.0000
