  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-60T85_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.112 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1565   0.00990   0.00202  -0.0482   1.0000   1.0000   1.0000 261.0000
  -0.500   0.2098   0.01020   0.00222  -0.0485   1.0000   1.0000   1.0000 261.0000
   0.000   0.2618   0.01063   0.00260  -0.0488   1.0000   1.0000   1.0000 261.0000
   0.500   0.3348   0.01116   0.00314  -0.0536   0.9881   1.0000   9.5886 261.0000
   1.000   0.4447   0.01110   0.00316  -0.0639   0.9416   1.0000  20.4027 261.0000
   1.500   0.5217   0.01078   0.00281  -0.0659   0.8687   1.0000  30.6507 261.0000
   2.000   0.5764   0.01085   0.00247  -0.0629   0.7573   1.0000  42.3479 261.0000
   2.500   0.6240   0.01163   0.00244  -0.0595   0.6326   1.0000  56.2014 261.0000
   3.000   0.6720   0.01272   0.00270  -0.0571   0.5295   1.0000  64.7933 261.0000
   3.500   0.7212   0.01387   0.00313  -0.0555   0.4466   1.0000  71.6648 261.0000
   4.000   0.7709   0.01505   0.00363  -0.0541   0.3756   1.0000  77.6984 261.0000
   4.500   0.8203   0.01627   0.00420  -0.0529   0.3095   1.0000  83.5706 261.0000
   5.000   0.8688   0.01762   0.00479  -0.0516   0.2435   1.0000  89.8648 261.0000
   5.500   0.9156   0.01918   0.00545  -0.0502   0.1708   1.0000  97.6468 261.0000
   6.000   0.9593   0.02180   0.00660  -0.0486   0.0997   1.0000 106.8805 261.0000
   6.500   1.0025   0.02545   0.00841  -0.0465   0.0631   1.0000 112.9130 261.0000
   7.000   1.0475   0.02984   0.01085  -0.0446   0.0474   1.0000 116.0099 261.0000
   7.500   1.0895   0.03568   0.01543  -0.0420   0.0403   1.0000 117.5746 261.0000
   8.000   1.1211   0.04336   0.02176  -0.0392   0.0379   1.0000 118.1479 261.0000
   8.500   1.1333   0.05325   0.03087  -0.0362   0.0382   1.0000 118.0789 261.0000
   9.000   1.1284   0.06350   0.04056  -0.0340   0.0386   1.0000 117.9788 261.0000
