  
       XFOIL         Version 6.99
  
 Calculated polar for: 20120105-60T85_0.65+2                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.128 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1600   0.00932   0.00195  -0.0489   1.0000   1.0000   1.0000 261.0000
  -0.500   0.2134   0.00962   0.00216  -0.0491   1.0000   1.0000   1.0000 261.0000
   0.000   0.2655   0.01005   0.00254  -0.0495   1.0000   1.0000   1.0000 261.0000
   0.500   0.3642   0.01032   0.00284  -0.0587   0.9724   1.0000  14.1991 261.0000
   1.000   0.4580   0.01011   0.00267  -0.0653   0.9241   1.0000  23.2332 261.0000
   1.500   0.5243   0.00990   0.00234  -0.0652   0.8440   1.0000  33.5013 261.0000
   2.000   0.5753   0.01018   0.00208  -0.0619   0.7261   1.0000  45.2299 261.0000
   2.500   0.6228   0.01105   0.00212  -0.0589   0.6037   1.0000  58.6312 261.0000
   3.000   0.6715   0.01210   0.00239  -0.0570   0.5057   1.0000  66.7562 261.0000
   3.500   0.7212   0.01317   0.00278  -0.0555   0.4267   1.0000  73.3369 261.0000
   4.000   0.7712   0.01426   0.00323  -0.0544   0.3588   1.0000  79.1610 261.0000
   4.500   0.8211   0.01539   0.00372  -0.0532   0.2948   1.0000  84.9279 261.0000
   5.000   0.8702   0.01663   0.00427  -0.0521   0.2297   1.0000  91.2582 261.0000
   5.500   0.9177   0.01812   0.00485  -0.0510   0.1588   1.0000  99.0600 261.0000
   6.000   0.9620   0.02068   0.00604  -0.0494   0.0882   1.0000 108.6479 261.0000
   6.500   1.0049   0.02417   0.00779  -0.0473   0.0552   1.0000 114.4139 261.0000
   7.000   1.0493   0.02837   0.01015  -0.0453   0.0420   1.0000 117.1961 261.0000
   7.500   1.0928   0.03328   0.01338  -0.0433   0.0348   1.0000 118.9008 261.0000
   8.000   1.1246   0.04116   0.02018  -0.0400   0.0332   1.0000 119.2896 261.0000
   8.500   1.1365   0.05032   0.02888  -0.0367   0.0321   1.0000 119.5828 261.0000
   9.000   1.1245   0.06135   0.03959  -0.0343   0.0334   1.0000 119.2548 261.0000
